WKT;identificatie;rdf_seealso;bouwjaar;status;gebruiksdoel;oppervlakte_min;oppervlakte_max;aantal_verblijfsobjecten;fuuid
"POLYGON ((79964.611 454369.47,79958.682 454372.987,79955.948 454372.159,79945.276 454368.925,79938.755 454366.949,79937.751 454365.077,79940.511 454356.008,79945.068 454357.343,79949.623 454355.567,79949.807 454356.024,79951.476 454360.177,79951.663 454360.641,79954.387 454361.436,79954.473 454361.251,79958.813 454362.563,79959.093 454362.648,79959.549 454361.269,79959.852 454361.36,79964.611 454369.47))";"0518100000273528";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000273528;"1934";Pand in gebruik;"bijeenkomstfunctie,winkelfunctie,woonfunctie";"85";"145";"7";pand.28f10648-e7d5-43f3-b54e-bb7079f67ba2
"POLYGON ((79481.682 454088.509,79484.329 454090.056,79487.142 454091.701,79492.439 454094.796,79497.659 454097.847,79494.764 454102.801,79494.31 454103.504,79489.132 454100.416,79483.934 454097.333,79482.166 454100.283,79477.662 454097.661,79473.445 454095.206,79468.936 454092.58,79464.664 454090.093,79460.048 454087.406,79455.575 454084.802,79455.491 454084.753,79456.565 454082.744,79454.715 454081.718,79451.81 454086.677,79451.062 454086.45,79450.0 454085.978,79445.825 454084.27,79444.228 454083.588,79442.34 454082.807,79434.695 454079.645,79436.635 454075.068,79438.622 454070.378,79441.012 454064.74,79448.26 454068.976,79458.402 454074.904,79460.626 454076.204,79463.758 454078.034,79466.281 454079.509,79469.7 454081.507,79472.542 454083.167,79475.214 454084.729,79478.473 454086.634,79481.682 454088.509))";"0518100000273529";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000273529;"1989";Pand in gebruik;woonfunctie;"68";"98";"22";pand.dfc7cb54-d5e1-456e-b18c-df3a49ee0a71
"POLYGON ((80412.577 454251.601,80410.664 454250.41,80407.546 454248.489,80413.237 454239.274,80412.641 454238.908,80414.858 454235.337,80418.089 454237.451,80415.923 454240.969,80417.82 454242.135,80418.257 454242.404,80412.577 454251.601))";"0518100000271328";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000271328;"1930";Pand in gebruik;woonfunctie;"66";"100";"2";pand.b303a52e-1a2b-413a-bdd4-7f601821452e
"POLYGON ((80274.527 454949.166,80273.989 454948.82,80275.13 454947.41,80273.784 454946.454,80272.674 454947.994,80270.799 454946.793,80277.034 454937.839,80280.665 454940.235,80274.527 454949.166))";"0518100000271733";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000271733;"1898";Pand in gebruik;woonfunctie;"35";"63";"2";pand.47d0c20b-aec7-4a03-95c6-d2b7822aaf2d
"POLYGON ((79905.462 454901.785,79903.817 454900.443,79905.775 454898.111,79907.412 454899.436,79905.462 454901.785))";"0518100000273131";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000273131;"2012";Pand in gebruik;;;;"0";pand.0388d92c-c19a-4c67-904f-c4e35fb8cfc2
"POLYGON ((80207.468 454907.618,80206.98 454908.242,80204.767 454911.367,80200.084 454908.241,80209.544 454895.021,80209.608 454894.979,80210.362 454894.71,80211.66 454894.586,80211.659 454894.657,80215.023 454896.881,80207.468 454907.618),(80206.117 454906.684,80207.391 454907.566,80207.899 454906.82,80206.602 454905.913,80206.117 454906.684))";"0518100000271734";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000271734;"1912";Pand in gebruik;"winkelfunctie,woonfunctie";"63";"146";"2";pand.8a91f85c-e8c6-459f-b065-1bae39a6bff3
"POLYGON ((79477.258 454704.184,79474.077 454708.098,79472.097 454706.489,79466.317 454701.791,79469.466 454697.909,79477.258 454704.184))";"0518100000272691";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000272691;"2005";Pand in gebruik;woonfunctie;"135";"135";"1";pand.cc0bb691-a62e-4946-afa4-37c02970a17d
"POLYGON ((80556.418 454367.075,80549.744 454363.439,80556.57 454350.894,80563.231 454354.544,80556.418 454367.075))";"0518100000270697";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000270697;"1675";Pand in gebruik;woonfunctie;"96";"137";"3";pand.bf306f91-2c85-43a1-8762-9f81fd43f509
"POLYGON ((80125.928 454857.344,80121.655 454856.086,80121.493 454856.227,80112.441 454847.597,80113.603 454846.297,80118.355 454842.041,80121.493 454839.556,80122.748 454839.54,80122.733 454839.11,80124.598 454839.046,80124.522 454838.545,80124.798 454838.506,80125.928 454857.344))";"0518100000273552";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000273552;"1929";Pand in gebruik;"winkelfunctie,woonfunctie";"66";"207";"4";pand.c2527996-d040-49dc-9cde-75d46df7eaf7
"POLYGON ((79744.921 454299.882,79746.567 454297.029,79747.893 454297.786,79746.256 454300.652,79744.921 454299.882))";"0518100000271357";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000271357;"1903";Pand in gebruik;;;;"0";pand.40aa4050-7995-4a08-96bc-33cff2499f4a
"POLYGON ((80192.894 454550.299,80180.595 454574.766,80180.338 454574.658,80180.12 454575.089,80177.636 454574.087,80177.664 454573.96,80165.758 454569.298,80150.661 454563.21,80151.266 454561.395,80144.104 454559.08,80143.023 454558.729,80142.926 454558.697,80135.887 454556.41,80144.568 454530.882,80150.102 454514.596,80150.199 454514.312,80150.385 454513.765,80151.098 454514.007,80199.621 454530.507,80192.894 454550.299))";"0518100000272158";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000272158;"1969";Pand in gebruik;"overige gebruiksfunctie,sportfunctie,woonfunctie";"44";"4499";"48";pand.d34c337a-8052-40f5-9312-d6fc55677f89
"POLYGON ((80498.914 454664.411,80497.5 454663.501,80499.073 454660.648,80496.137 454658.952,80494.854 454658.212,80497.597 454653.432,80498.531 454651.805,80499.639 454649.874,80506.161 454652.557,80498.914 454664.411))";"0518100000275557";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000275557;"1941";Pand in gebruik;"bijeenkomstfunctie,woonfunctie";"37";"88";"2";pand.07b26dc1-0ac6-41b0-ab2a-eba8487bfd3b
"POLYGON ((80138.245 454142.626,80134.039 454140.127,80132.351 454139.123,80128.091 454136.592,80133.425 454127.579,80135.687 454128.99,80139.547 454122.548,80142.304 454124.079,80145.198 454125.686,80141.327 454132.405,80143.538 454133.724,80138.245 454142.626))";"0518100000270291";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000270291;"1910";Pand in gebruik;woonfunctie;"61";"67";"6";pand.460f07a3-cebc-4b8d-b120-28cb31a509d3
"POLYGON ((79900.0 454200.172,79899.267 454201.341,79894.685 454198.482,79891.449 454203.643,79889.59 454206.608,79888.735 454207.972,79873.328 454198.332,79870.243 454196.401,79866.051 454193.778,79865.785 454193.611,79865.884 454193.437,79876.894 454174.209,79881.521 454176.864,79888.48 454164.736,79889.134 454163.702,79897.288 454167.376,79910.264 454173.639,79909.407 454174.977,79913.996 454177.854,79900.0 454200.172))";"0518100000270720";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000270720;"1992";Pand in gebruik;"industriefunctie,woonfunctie";"24";"1166";"7";pand.f867b6e3-f322-464c-a503-9fbb75fef60b
"POLYGON ((80206.486 454377.777,80195.468 454382.381,80194.662 454380.441,80193.095 454376.667,80200.614 454373.303,80202.878 454372.449,80202.936 454372.54,80204.036 454372.011,80204.124 454372.21,80205.128 454374.474,80206.486 454377.777))";"0518100000270724";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000270724;"1921";Pand in gebruik;woonfunctie;"57";"57";"2";pand.0ec42f9d-7f63-4395-a3ee-6463b55bc2f5
"POLYGON ((79907.108 454903.127,79905.462 454901.785,79907.412 454899.436,79909.049 454900.761,79907.108 454903.127))";"0518100000263430";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000263430;"2012";Pand in gebruik;;;;"0";pand.cb35602d-5206-40f3-940e-393b8da66655
"POLYGON ((79423.018 454559.732,79419.058 454568.713,79413.772 454566.438,79413.342 454566.247,79413.605 454565.654,79408.18 454563.501,79413.189 454552.436,79417.476 454554.209,79418.65 454554.695,79419.734 454555.143,79422.393 454556.243,79423.42 454558.821,79423.018 454559.732))";"0518100000271792";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000271792;"1923";Pand in gebruik;woonfunctie;"62";"103";"6";pand.29796cdf-ff40-4148-adf8-ce2e124f6e08
"POLYGON ((79986.867 454893.649,79986.608 454894.012,79989.461 454896.13,79988.311 454897.667,79986.271 454900.07,79984.57 454897.072,79983.383 454898.83,79979.868 454896.374,79975.312 454893.247,79973.644 454895.646,79964.116 454889.029,79966.114 454886.187,79967.631 454887.379,79968.844 454885.629,79969.278 454885.003,79970.403 454883.381,79970.108 454883.174,79969.919 454882.101,79971.837 454879.365,79981.37 454886.05,79979.658 454888.538,79986.867 454893.649))";"0518100000275591";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000275591;"1915";Pand in gebruik;woonfunctie;"75";"92";"6";pand.4360849a-1bb8-47f1-9f83-cb4e387f38d9
"POLYGON ((79689.244 454290.46,79683.72 454287.204,79692.964 454270.759,79695.246 454272.184,79696.524 454269.95,79697.618 454270.599,79699.575 454271.759,79695.272 454279.48,79689.244 454290.46))";"0518100000270328";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000270328;"1904";Pand in gebruik;"overige gebruiksfunctie,woonfunctie";"128";"136";"2";pand.699df593-92ef-4366-b9da-3c1b9e38450d
"POLYGON ((80008.073 454231.7,80004.388 454230.099,80006.503 454224.932,80010.515 454226.646,80010.257 454227.183,80008.073 454231.7))";"0518100000267922";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000267922;"1928";Pand in gebruik;;;;"0";pand.d5272c50-a3d1-4e55-9710-a94e15b43489
"POLYGON ((80045.818 454321.389,80038.07 454325.971,80036.461 454326.922,80032.046 454329.533,80026.619 454320.207,80029.92 454318.254,80035.426 454314.997,80039.013 454312.875,80040.389 454312.061,80045.818 454321.389))";"0518100000274076";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000274076;"1905";Pand in gebruik;woonfunctie;"69";"79";"6";pand.4ff645eb-6608-4f9b-9cdf-1c7abef63644
"POLYGON ((80145.667 454454.482,80148.315 454455.466,80148.225 454455.64,80148.329 454455.677,80144.121 454468.374,80143.528 454468.173,80138.252 454466.377,80142.923 454452.096,80145.353 454445.518,80145.193 454445.438,80145.766 454443.827,80147.081 454440.13,80149.895 454441.081,80148.119 454446.267,80148.463 454446.4,80145.667 454454.482))";"0518100000271833";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000271833;"1927";Pand in gebruik;woonfunctie;"40";"172";"3";pand.dd149262-3696-4677-8539-60fc37ff42e5
"POLYGON ((79512.34 454455.492,79508.817 454453.691,79514.049 454443.749,79514.099 454443.774,79512.559 454446.655,79514.352 454447.608,79515.892 454444.709,79517.629 454445.511,79515.225 454450.0,79512.34 454455.492))";"0518100000275605";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000275605;"1897";Pand in gebruik;woonfunctie;"61";"61";"1";pand.71dc8885-5c41-4fc8-8051-9eb317473b7c
"POLYGON ((80299.447 454209.354,80297.029 454207.911,80298.08 454206.063,80296.249 454204.934,80302.025 454195.135,80306.28 454197.76,80299.447 454209.354))";"0518100000274150";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000274150;"1993";Pand in gebruik;woonfunctie;"137";"137";"1";pand.d70c103f-ed3c-449e-8559-12f942d4b6d2
"POLYGON ((79494.437 454446.341,79490.818 454444.49,79496.284 454434.605,79499.874 454436.393,79498.268 454439.385,79494.437 454446.341),(79498.018 454439.251,79498.46 454438.454,79496.843 454437.601,79496.418 454438.397,79498.018 454439.251))";"0518100000275614";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000275614;"1897";Pand in gebruik;woonfunctie;"66";"66";"1";pand.1f6e213a-e666-410a-8fa2-0bd8f6c9f5f1
"POLYGON ((80322.074 454382.638,80317.037 454394.611,80316.271 454394.154,80315.816 454394.91,80306.64 454389.402,80316.781 454372.508,80322.415 454375.877,80324.579 454377.097,80326.37 454373.562,80324.502 454372.416,80325.455 454370.959,80328.403 454366.455,80329.068 454365.438,80334.214 454368.232,80327.955 454379.149,80324.694 454377.169,80323.656 454378.878,80322.074 454382.638))";"0518100000271435";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000271435;"1902";Pand in gebruik;"overige gebruiksfunctie,woonfunctie";"57";"180";"4";pand.26ea8e08-d381-472c-804a-cbfbbc8d81b7
"POLYGON ((80060.349 454808.959,80043.052 454812.684,80040.118 454813.316,80039.414 454810.411,80042.092 454809.747,80042.159 454809.986,80047.993 454808.72,80047.358 454805.661,80059.285 454803.043,80060.349 454808.959))";"0518100000271820";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000271820;"1915";Pand in gebruik;woonfunctie;"69";"128";"3";pand.dbf5d7d4-ca58-494f-b910-05e32eaa50ed
"POLYGON ((79562.764 454283.336,79558.183 454292.305,79558.116 454292.439,79552.437 454289.591,79554.273 454286.059,79558.717 454288.178,79560.633 454284.044,79559.775 454283.683,79561.027 454280.788,79557.731 454279.356,79562.66 454268.021,79568.745 454270.607,79562.764 454283.336))";"0518100000271834";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000271834;"1895";Pand in gebruik;woonfunctie;"117";"138";"2";pand.b11daa3e-2801-411d-9d95-6e4b033d5606
"POLYGON ((80132.515 454464.424,80126.812 454462.482,80135.262 454436.793,80138.174 454437.844,80139.173 454438.246,80138.736 454439.344,80137.774 454439.049,80134.41 454449.13,80134.143 454450.0,80134.061 454450.267,80136.446 454451.116,80136.896 454450.027,80137.31 454450.169,80132.515 454464.424))";"0518100000271836";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000271836;"1927";Pand in gebruik;woonfunctie;"26";"107";"6";pand.a520d9bb-aeac-472e-9f50-4e1ffa4b4ac5
"POLYGON ((79984.296 454414.105,79978.577 454412.171,79984.154 454395.679,79984.313 454395.732,79987.44 454396.777,79985.779 454401.725,79988.066 454402.587,79984.296 454414.105))";"0518100000271837";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000271837;"1933";Pand in gebruik;woonfunctie;"48";"102";"4";pand.ae9d92f8-9a07-4a7b-81a2-8830c33a550b
"POLYGON ((80263.172 454494.429,80260.9 454496.744,80255.553 454502.19,80252.599 454505.199,80250.712 454505.956,80249.059 454505.903,80247.273 454505.055,80246.588 454503.855,80245.985 454502.797,80245.069 454501.09,80242.553 454495.167,80243.374 454495.097,80248.915 454489.078,80250.027 454487.918,80249.827 454487.475,80254.934 454482.076,80254.974 454482.115,80257.087 454484.176,80255.5 454486.522,80257.65 454488.735,80257.514 454488.877,80263.172 454494.429))";"0518100000271452";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000271452;"1909";Pand in gebruik;"bijeenkomstfunctie,winkelfunctie,woonfunctie";"40";"109";"7";pand.90b2890e-a1eb-41cd-b15c-033cd2e55718
"POLYGON ((80181.18 454390.071,80176.572 454392.014,80171.275 454394.247,80167.771 454385.934,80166.989 454384.08,80163.04 454385.748,80160.72 454387.856,80158.301 454385.334,80160.708 454383.123,80165.716 454381.059,80164.629 454378.481,80174.537 454374.312,80176.885 454379.881,80177.676 454381.759,80181.18 454390.071))";"0518100000270378";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000270378;"1994";Pand in gebruik;woonfunctie;"62";"106";"8";pand.40a87df5-e550-47e0-ad17-25f185a6b0fc
"POLYGON ((80204.478 454763.906,80202.798 454762.82,80205.571 454758.65,80207.224 454759.751,80204.478 454763.906))";"0518100000275653";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000275653;"1981";Pand in gebruik;;;;"0";pand.5fef7697-c572-406d-acda-d1de9d952a6a
"POLYGON ((79473.268 454458.285,79469.799 454456.544,79473.217 454450.0,79475.273 454446.063,79478.474 454447.702,79473.268 454458.285))";"0518100000272814";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000272814;"1923";Pand in gebruik;woonfunctie;"65";"65";"1";pand.a2009ec8-9f32-4c6f-b19e-15bca7142e45
"POLYGON ((79418.543 454759.885,79414.391 454756.923,79422.614 454745.328,79424.68 454746.795,79421.963 454750.623,79423.979 454752.054,79418.543 454759.885))";"0518100000270391";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000270391;"1895";Pand in gebruik;woonfunctie;"53";"65";"2";pand.40791d3d-7245-48b0-ae54-f400254c7a0a
"POLYGON ((79604.633 454502.046,79605.849 454499.834,79607.616 454500.805,79606.4 454503.017,79604.633 454502.046))";"0518100000273618";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000273618;"2011";Pand in gebruik;;;;"0";pand.bb78597c-a5e0-4cfe-8b5f-eedae95bbf3c
"POLYGON ((79620.749 454510.706,79621.933 454508.484,79623.73 454509.442,79622.551 454511.654,79620.749 454510.706))";"0518100000273619";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000273619;"2011";Pand in gebruik;;;;"0";pand.b246e60e-a7c6-43a1-9eb4-28d774b16001
"POLYGON ((80034.714 454286.999,80033.409 454287.764,80023.826 454293.384,80021.386 454294.815,80021.197 454294.485,80016.444 454286.125,80016.495 454286.188,80020.877 454283.614,80022.116 454282.887,80025.794 454280.726,80025.744 454280.646,80029.65 454278.357,80034.714 454286.999))";"0518100000271475";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000271475;"1905";Pand in gebruik;woonfunctie;"63";"68";"6";pand.de95c0b7-dcb8-4135-b46b-94547c3f8c9c
