WKT;identificatie;rdf_seealso;bouwjaar;status;gebruiksdoel;oppervlakte_min;oppervlakte_max;aantal_verblijfsobjecten;fuuid
"POLYGON ((79578.347 454533.624,79573.467 454532.144,79576.345 454522.546,79576.436 454522.574,79581.225 454524.027,79578.347 454533.624))";"0518100000224662";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000224662;"2005";Pand in gebruik;woonfunctie;"135";"135";"1";pand.3bd29ddc-83ed-4aac-92c0-202a1ff60d33
"POLYGON ((79588.108 454536.589,79585.273 454535.725,79583.228 454535.105,79586.105 454525.507,79586.206 454525.538,79590.987 454526.988,79588.108 454536.589))";"0518100000224663";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000224663;"2005";Pand in gebruik;woonfunctie;"135";"135";"1";pand.6209364b-cc07-4854-9712-4b3bd38f6ef3
"POLYGON ((80376.074 454194.394,80371.734 454191.83,80377.208 454182.534,80381.572 454185.108,80376.074 454194.394))";"0518100000221822";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000221822;"1996";Pand in gebruik;woonfunctie;"96";"96";"1";pand.42564220-9fa7-409d-babc-250e8b721dfe
"POLYGON ((79744.0 454160.139,79741.739 454158.811,79743.262 454156.001,79737.605 454152.747,79737.601 454152.744,79737.187 454152.506,79735.753 454151.681,79733.589 454150.436,79731.161 454149.039,79737.356 454138.462,79743.656 454142.084,79745.933 454143.393,79751.713 454146.714,79744.0 454160.139))";"0518100000222267";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000222267;"1991";Pand in gebruik;woonfunctie;"69";"82";"7";pand.b455fb73-62b4-4f5f-81e0-e40bbe171d7d
"POLYGON ((79445.104 454119.271,79443.772 454122.304,79439.477 454120.391,79420.828 454112.364,79423.21 454106.744,79434.925 454111.839,79433.976 454114.36,79445.104 454119.271))";"0518100000221841";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000221841;"1905";Pand in gebruik;woonfunctie;"59";"108";"3";pand.8c12c7e3-76d3-4dbf-a94a-d01f35b669e5
"POLYGON ((80037.838 454391.026,80032.991 454389.383,80031.191 454388.773,80023.051 454386.015,80026.591 454375.607,80034.728 454378.375,80036.527 454378.987,80041.373 454380.635,80037.838 454391.026))";"0518100000222279";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000222279;"1992";Pand in gebruik;woonfunctie;"51";"81";"8";pand.21a60337-b49b-467e-917d-f0db673464f6
"POLYGON ((80092.585 454385.349,80084.609 454382.625,80082.631 454381.95,80077.764 454380.288,80081.018 454370.365,80086.006 454372.059,80087.985 454372.731,80095.8 454375.386,80092.585 454385.349))";"0518100000222281";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000222281;"1896";Pand in gebruik;woonfunctie;"48";"78";"6";pand.661bfa7f-d1a1-4e69-9c90-1f9e4b717a67
"POLYGON ((79451.526 454096.102,79451.339 454096.487,79454.239 454097.812,79453.188 454100.0,79453.094 454100.212,79452.597 454100.0,79450.0 454098.891,79430.111 454090.461,79432.357 454085.162,79443.857 454089.937,79442.788 454092.414,79451.526 454096.102))";"0518100000221842";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000221842;"1905";Pand in gebruik;woonfunctie;"36";"96";"4";pand.9015e262-29b7-4231-af2b-17890b41df8b
"POLYGON ((80009.51 454316.848,80000.173 454322.54,79994.428 454312.763,79993.08 454313.546,79989.792 454328.293,79986.053 454330.552,79989.982 454313.866,79992.777 454301.38,79998.137 454298.239,80002.297 454305.332,80002.628 454305.344,80004.355 454308.518,80004.612 454308.363,80009.51 454316.848))";"0518100000223292";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000223292;"1915";Pand in gebruik;"industriefunctie,woonfunctie";"94";"206";"2";pand.f1a38e59-af30-4470-8942-3d02bb3ab6dd
"POLYGON ((80153.361 454875.35,80153.135 454875.637,80150.68 454878.752,80142.394 454872.227,80144.868 454869.081,80146.412 454870.401,80146.503 454870.413,80146.715 454870.124,80153.361 454875.35))";"0518100000218484";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000218484;"1922";Pand in gebruik;woonfunctie;"116";"116";"1";pand.c6661e5b-c926-43df-b72f-55cef813991e
"POLYGON ((79731.161 454149.039,79728.732 454147.641,79727.082 454146.692,79725.79 454145.949,79725.4 454145.725,79717.603 454141.238,79723.748 454130.638,79724.015 454130.792,79729.464 454133.925,79731.826 454135.283,79737.356 454138.462,79731.161 454149.039))";"0518100000223296";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000223296;"1991";Pand in gebruik;woonfunctie;"69";"106";"8";pand.2d71ed58-d91e-4355-bb8e-95f8f4c7ab0a
"POLYGON ((79651.972 454555.969,79647.091 454554.492,79649.973 454544.881,79650.093 454544.917,79651.662 454540.158,79651.701 454540.041,79653.883 454540.761,79653.857 454540.836,79652.237 454545.568,79654.853 454546.362,79651.972 454555.969))";"0518100000226203";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000226203;"2005";Pand in gebruik;woonfunctie;"135";"135";"1";pand.8a34a5e0-230c-4d07-b737-f2e26cd6cbc0
"POLYGON ((80609.626 454104.675,80609.284 454105.314,80611.334 454106.387,80610.582 454107.795,80608.495 454106.79,80606.371 454110.89,80604.91 454110.171,80605.081 454109.845,80594.852 454104.381,80598.041 454098.408,80599.974 454099.515,80609.626 454104.675))";"0518100000223302";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000223302;"1993";Pand in gebruik;woonfunctie;"126";"126";"2";pand.3c01f844-63f5-45c5-98ed-70ed3edf61d8
"POLYGON ((80181.338 454889.602,80180.268 454891.052,80179.252 454891.039,80177.783 454889.979,80177.663 454889.892,80177.462 454889.272,80175.841 454888.114,80184.109 454876.468,80184.3 454876.595,80188.645 454879.467,80181.338 454889.602))";"0518100000227047";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000227047;"1900";Pand in gebruik;woonfunctie;"48";"134";"2";pand.7ad026d5-e82f-46b4-9032-9df757035e72
"POLYGON ((80456.397 454450.0,80453.676 454454.846,80447.799 454451.557,80449.843 454447.775,80451.815 454444.113,80457.847 454447.425,80456.397 454450.0))";"0518100000223750";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000223750;"1932";Pand in gebruik;industriefunctie;"49";"49";"1";pand.522eb421-de48-4d4a-9d4b-7c201fd05d5d
"POLYGON ((80240.137 454926.423,80240.015 454926.345,80237.316 454930.462,80231.702 454926.424,80240.307 454913.597,80244.747 454916.532,80244.826 454916.471,80244.913 454916.585,80244.964 454916.673,80245.063 454916.843,80245.381 454917.892,80245.304 454918.985,80245.195 454918.968,80240.137 454926.423))";"0518100000223314";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000223314;"1900";Pand in gebruik;woonfunctie;"93";"98";"2";pand.e41aba2f-54fb-40d4-ab45-b647caa5ad34
"POLYGON ((79583.228 454535.105,79578.347 454533.624,79581.225 454524.027,79581.317 454524.055,79586.105 454525.507,79583.228 454535.105))";"0518100000223753";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000223753;"2005";Pand in gebruik;woonfunctie;"135";"135";"1";pand.b417650d-4960-4168-ad72-db4c7df7b8f4
"POLYGON ((80605.751 454394.071,80602.288 454392.169,80610.169 454378.879,80613.719 454380.964,80605.751 454394.071))";"0518100000226669";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000226669;"1922";Pand in gebruik;"kantoorfunctie,woonfunctie";"135";"135";"1";pand.908366eb-1595-4fb3-ada8-9b7721b5d283
"POLYGON ((80148.19 454881.912,80145.695 454885.077,80137.293 454878.715,80139.866 454875.443,80148.19 454881.912))";"0518100000225614";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000225614;"1922";Pand in gebruik;woonfunctie;"107";"107";"1";pand.e3d48f0b-42c5-4db3-aefe-50e079b2d835
"POLYGON ((80106.254 454935.507,80103.637 454938.834,80096.206 454932.992,80095.263 454932.177,80097.727 454929.042,80106.254 454935.507))";"0518100000225615";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000225615;"1922";Pand in gebruik;woonfunctie;"107";"107";"1";pand.b5ff2319-b294-4c36-ba20-899e22049256
"POLYGON ((80632.126 454163.817,80631.119 454165.814,80627.084 454163.754,80625.902 454165.899,80619.182 454162.243,80620.613 454159.614,80620.516 454159.561,80621.467 454157.86,80632.126 454163.817))";"0518100000224723";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000224723;"1893";Pand in gebruik;woonfunctie;"91";"91";"1";pand.08c97408-c943-49f9-9c40-39b9ae91eabd
"POLYGON ((79611.187 454932.279,79607.748 454936.441,79599.985 454929.923,79601.687 454927.978,79598.298 454925.017,79599.881 454923.074,79611.187 454932.279))";"0518100000226240";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000226240;"1929";Pand in gebruik;woonfunctie;"48";"76";"2";pand.77b87649-8af9-4576-b5c1-ae03bf31e1a5
"POLYGON ((79465.875 454448.11,79463.561 454446.803,79456.537 454442.916,79458.569 454439.097,79458.563 454439.052,79458.599 454439.041,79460.491 454438.493,79468.858 454442.777,79465.875 454448.11))";"0518100000221890";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000221890;"1923";Pand in gebruik;"kantoorfunctie,woonfunctie";"14";"112";"2";pand.fe80a008-385b-445f-b689-a46cb465cff0
"POLYGON ((79462.662 454448.395,79464.791 454449.598,79463.585 454451.781,79454.396 454447.137,79456.536 454443.15,79456.439 454443.1,79456.537 454442.916,79463.561 454446.803,79462.662 454448.395))";"0518100000221891";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000221891;"1923";Pand in gebruik;woonfunctie;"59";"59";"1";pand.a78bfb0e-4306-440f-b56c-f4de25d32541
"POLYGON ((80023.051 454386.015,80015.564 454383.478,80013.88 454382.907,80013.326 454382.719,80013.051 454384.034,80010.465 454382.986,80010.778 454381.88,80008.935 454381.234,80012.246 454370.728,80017.424 454372.489,80019.107 454373.061,80026.591 454375.607,80023.051 454386.015))";"0518100000226255";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000226255;"1992";Pand in gebruik;woonfunctie;"51";"81";"8";pand.3bd0bb45-833b-4999-80db-48dad6da71ce
"POLYGON ((79816.793 454089.524,79811.344 454098.406,79806.965 454095.898,79805.121 454094.841,79801.886 454092.987,79807.128 454083.949,79809.423 454085.266,79813.882 454077.492,79815.794 454078.589,79819.23 454080.559,79814.758 454088.356,79816.793 454089.524))";"0518100000226265";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000226265;"1914";Pand in gebruik;woonfunctie;"65";"120";"4";pand.c95d81f3-e3c5-461b-b6f6-8338c6736128
"POLYGON ((80362.138 454245.568,80358.091 454243.079,80364.051 454233.417,80368.094 454235.912,80362.138 454245.568))";"0518100000226266";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000226266;"1993";Pand in gebruik;woonfunctie;"127";"127";"1";pand.b9119ed4-ddf4-4a37-92de-944de58340b8
"POLYGON ((80346.087 454235.687,80342.656 454233.569,80341.087 454236.104,80340.529 454235.761,80342.044 454233.192,80347.815 454223.402,80350.0 454224.749,80351.921 454225.934,80350.0 454229.048,80346.087 454235.687))";"0518100000226267";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000226267;"1993";Pand in gebruik;woonfunctie;"127";"127";"1";pand.6d7fc32c-314e-4082-9bca-8c8e5ceb81fb
"POLYGON ((80149.59 454223.101,80146.525 454227.898,80131.086 454218.398,80133.128 454215.399,80139.122 454219.144,80140.45 454217.094,80149.59 454223.101))";"0518100000219958";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000219958;"1898";Pand in gebruik;woonfunctie;"70";"81";"2";pand.61f894d0-2a6c-49e6-b7ce-31ea87894949
"POLYGON ((80139.274 454425.727,80133.39 454423.729,80130.272 454422.674,80130.042 454422.596,80128.168 454421.962,80127.803 454421.838,80122.383 454420.005,80125.983 454409.438,80126.43 454409.59,80131.394 454411.279,80133.5 454411.996,80142.866 454415.184,80139.274 454425.727))";"0518100000221908";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000221908;"1992";Pand in gebruik;woonfunctie;"58";"92";"8";pand.03d5f5fe-db81-4328-9ca8-c0538c7c97c3
"POLYGON ((79536.973 454468.084,79533.326 454466.22,79538.824 454456.388,79542.57 454458.344,79541.769 454459.886,79541.257 454460.872,79539.336 454459.874,79539.163 454460.208,79541.051 454461.189,79536.973 454468.084))";"0518100000219969";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000219969;"1897";Pand in gebruik;woonfunctie;"66";"66";"1";pand.af408257-be07-453a-b54c-9fef3f25e2db
"POLYGON ((79486.94 454917.22,79490.742 454920.358,79487.515 454924.116,79478.723 454916.867,79481.966 454912.932,79484.693 454909.623,79489.919 454913.655,79486.94 454917.22))";"0518100000224752";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000224752;"1991";Pand in gebruik;woonfunctie;"96";"115";"3";pand.26bd0a2b-24ab-4512-9e5a-f7b329df305b
"POLYGON ((79486.058 454925.812,79487.091 454926.751,79486.84 454927.044,79481.772 454932.962,79472.006 454925.018,79475.468 454920.817,79478.723 454916.867,79487.515 454924.116,79486.058 454925.812))";"0518100000224753";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000224753;"1991";Pand in gebruik;woonfunctie;"75";"91";"4";pand.fcfde890-3015-4dbf-b11a-c9d097ff40c5
"POLYGON ((79755.086 454632.778,79756.206 454628.835,79765.506 454596.093,79765.589 454595.799,79765.759 454595.173,79770.928 454595.266,79766.445 454611.497,79761.865 454627.442,79761.006 454630.291,79759.83 454634.193,79758.749 454638.012,79758.363 454637.905,79755.533 454635.985,79756.342 454633.166,79755.086 454632.778))";"0518100000222327";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000222327;"2005";Pand in gebruik;overige gebruiksfunctie;"133";"133";"1";pand.d051a2c9-2f01-467f-bb1f-d581ce07e3d2
"POLYGON ((79587.27 454172.137,79583.81 454170.589,79583.315 454170.367,79582.761 454170.118,79582.396 454170.931,79579.622 454169.69,79579.176 454169.49,79579.549 454168.658,79577.418 454167.724,79575.183 454166.723,79579.636 454157.012,79584.369 454159.142,79587.694 454160.639,79591.855 454162.637,79587.27 454172.137))";"0518100000226286";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000226286;"1984";Pand in gebruik;woonfunctie;"49";"123";"5";pand.52af54d4-666d-44f0-8fc1-7db37121b48f
"POLYGON ((80011.667 454702.941,80008.813 454708.412,80006.129 454707.01,80005.239 454708.645,79994.702 454703.156,79995.605 454701.427,79994.095 454700.639,79996.916 454695.237,80011.667 454702.941))";"0518100000222334";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000222334;"2002";Pand in gebruik;woonfunctie;"108";"108";"1";pand.b6dec271-1040-4fa9-99b8-e94cb23edd51
"POLYGON ((79500.376 454478.233,79503.299 454479.452,79502.038 454482.465,79507.367 454484.718,79505.971 454488.13,79500.606 454485.889,79500.526 454486.079,79498.086 454484.861,79464.427 454470.504,79451.24 454464.911,79450.974 454464.782,79451.058 454464.579,79446.926 454462.842,79446.997 454462.663,79447.414 454462.82,79448.463 454460.226,79458.456 454464.55,79461.13 454464.672,79465.794 454466.925,79466.83 454464.214,79474.905 454467.438,79481.824 454470.301,79482.009 454469.935,79485.956 454471.552,79485.76 454472.138,79500.376 454478.233))";"0518100000219974";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000219974;"1930";Pand in gebruik;woonfunctie;"245";"245";"1";pand.05d563f7-d9b4-4b96-a55b-cdb5340f7ba9
"POLYGON ((80325.359 454222.897,80322.049 454220.855,80320.4 454223.52,80319.681 454223.077,80327.039 454210.594,80331.126 454213.113,80325.359 454222.897))";"0518100000221454";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000221454;"1993";Pand in gebruik;woonfunctie;"127";"127";"1";pand.e6fa9bc6-dac6-4f0b-9a3b-5b75635aa8e4
"POLYGON ((80317.187 454217.855,80313.842 454215.791,80312.213 454218.4,80311.544 454217.978,80318.866 454205.555,80322.953 454208.074,80317.187 454217.855))";"0518100000221455";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000221455;"1993";Pand in gebruik;woonfunctie;"127";"127";"1";pand.fc584cdd-669a-405f-873d-0cda3c673cba
"POLYGON ((80311.544 454217.978,80308.454 454216.031,80309.977 454213.405,80309.016 454212.813,80314.792 454203.013,80316.811 454204.259,80317.958 454204.995,80318.866 454205.555,80311.544 454217.978))";"0518100000221456";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000221456;"1993";Pand in gebruik;woonfunctie;"127";"127";"1";pand.a3f3dab2-c6d1-4de4-99e2-f3c1c14b9e54
"POLYGON ((79594.567 454375.12,79592.244 454373.93,79590.842 454376.666,79588.575 454375.549,79593.595 454366.828,79597.947 454369.216,79594.567 454375.12))";"0518100000225660";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000225660;"1893";Pand in gebruik;woonfunctie;"129";"129";"1";pand.163f61d5-2c95-482b-9f1c-24175b3c9c4e
"POLYGON ((79563.44 454359.025,79560.039 454357.259,79558.489 454360.304,79554.877 454358.535,79553.19 454357.709,79551.413 454356.811,79552.719 454354.117,79556.686 454346.561,79566.784 454352.115,79563.44 454359.025))";"0518100000225666";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000225666;"1893";Pand in gebruik;woonfunctie;"58";"65";"2";pand.6076e246-d863-4ac5-b9cc-dc8784251aef
"POLYGON ((80551.203 454117.927,80559.67 454102.583,80567.834 454107.087,80568.683 454105.557,80577.877 454110.63,80570.81 454123.862,80568.747 454127.539,80551.203 454117.927))";"0518100000223822";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000223822;"1992";Pand in gebruik;"kantoorfunctie,woonfunctie";"71";"780";"8";pand.badb039f-3c53-48b1-899a-bd75abb79fc3
"POLYGON ((80253.97 454294.877,80253.037 454296.456,80251.706 454298.406,80249.766 454297.23,80248.13 454296.238,80254.849 454285.106,80258.468 454287.317,80253.97 454294.877))";"0518100000225307";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000225307;"1882";Pand in gebruik;woonfunctie;"64";"64";"1";pand.351cb9fe-72a5-4b6b-aa5f-a8a789c83ab9
"POLYGON ((80223.662 454114.847,80220.535 454119.735,80217.408 454124.622,80214.604 454129.004,80206.426 454124.54,80208.116 454121.866,80209.524 454119.638,80212.623 454114.734,80215.723 454109.828,80218.823 454104.923,80221.922 454100.019,80221.934 454100.0,80224.676 454095.688,80233.024 454100.216,80229.916 454105.073,80226.789 454109.96,80223.662 454114.847))";"0518100000219988";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000219988;"1999";Pand in gebruik;woonfunctie;"90";"106";"15";pand.7e80b753-d8fd-4808-a260-e59a1106b4c9
"POLYGON ((79924.825 454794.746,79922.22 454800.0,79922.11 454800.222,79919.631 454805.223,79909.275 454800.065,79908.596 454799.719,79909.842 454797.218,79902.154 454793.449,79903.413 454790.937,79904.872 454788.025,79912.474 454791.876,79913.75 454789.272,79913.98 454789.385,79919.782 454792.248,79924.825 454794.746))";"0518100000228067";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000228067;"1912";Pand in gebruik;woonfunctie;"77";"159";"5";pand.7b8b24d3-6a21-4ce6-929c-331d0828f7d9
"POLYGON ((79541.345 454435.45,79537.783 454433.628,79541.459 454426.441,79543.246 454427.459,79543.95 454426.222,79542.032 454425.173,79542.94 454423.518,79546.586 454425.423,79541.345 454435.45))";"0518100000227071";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000227071;"1897";Pand in gebruik;woonfunctie;"64";"64";"1";pand.de461d7c-20b8-4353-bd06-76ee95cfc655
"POLYGON ((79533.982 454431.683,79530.587 454429.946,79534.379 454422.772,79536.206 454423.703,79536.778 454422.581,79537.7 454420.82,79535.909 454419.86,79534.951 454421.65,79535.877 454419.78,79539.311 454421.554,79533.982 454431.683))";"0518100000227072";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000227072;"1897";Pand in gebruik;woonfunctie;"64";"64";"1";pand.1c038ab6-7bab-4707-8005-6ddc4acb0b05
"POLYGON ((79731.487 454718.7,79731.222 454718.596,79730.586 454718.347,79733.382 454710.745,79726.067 454708.065,79728.088 454698.914,79736.971 454673.269,79739.998 454674.287,79741.668 454674.858,79746.416 454676.481,79746.35 454676.681,79740.611 454693.47,79734.391 454710.915,79731.487 454718.7))";"0518100000223848";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000223848;"2004";Pand in gebruik;overige gebruiksfunctie;"328";"328";"1";pand.8ebb1a67-449e-408d-af22-cdee0ec599b9
"POLYGON ((79567.06 454192.648,79564.656 454191.527,79563.232 454194.579,79560.438 454193.325,79565.844 454181.031,79571.157 454183.423,79567.06 454192.648))";"0518100000221971";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000221971;"1904";Pand in gebruik;woonfunctie;"55";"96";"2";pand.95c338b2-5e74-4efe-a464-d497a00eb919
"POLYGON ((80256.811 454332.432,80255.861 454334.003,80255.084 454335.26,80251.295 454332.963,80257.667 454322.546,80261.495 454324.855,80256.811 454332.432),(80253.875 454330.731,80252.961 454332.244,80254.104 454332.935,80255.018 454331.422,80253.875 454330.731))";"0518100000220003";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000220003;"1882";Pand in gebruik;woonfunctie;"64";"64";"1";pand.bb576b36-09d3-4c2e-b700-76918768815e
"POLYGON ((80277.347 454700.715,80275.091 454699.214,80278.85 454693.546,80281.107 454695.047,80277.347 454700.715))";"0518100000228083";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000228083;"1978";Pand in gebruik;overige gebruiksfunctie;"15";"15";"1";pand.1d91bb6d-9699-4368-ab74-afcca307a3ec
"POLYGON ((80262.474 454664.717,80260.904 454667.08,80256.15 454663.904,80257.722 454661.542,80262.474 454664.717))";"0518100000228088";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000228088;"1978";Pand in gebruik;overige gebruiksfunctie;"15";"15";"1";pand.e8d0c938-b71e-4aa8-8fda-a823f6c725f3
"POLYGON ((80249.787 454682.375,80247.596 454680.918,80251.422 454675.122,80253.613 454676.579,80249.787 454682.375))";"0518100000228089";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000228089;"1978";Pand in gebruik;overige gebruiksfunctie;"15";"15";"1";pand.10838bf2-a0c5-44cf-a41c-775cf0d0f4fd
"POLYGON ((80509.629 454285.833,80509.973 454285.17,80514.677 454287.613,80513.916 454289.077,80509.213 454286.634,80507.555 454289.826,80497.319 454284.519,80499.393 454280.526,80509.629 454285.833))";"0518100000227618";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000227618;"2008";Pand in gebruik;woonfunctie;"152";"152";"1";pand.f65e1b55-7df8-4b73-85ba-577e6aaa7009
"POLYGON ((80503.406 454297.813,80501.667 454301.162,80501.332 454301.807,80491.096 454296.5,80493.17 454292.506,80503.406 454297.813))";"0518100000227619";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000227619;"2008";Pand in gebruik;woonfunctie;"152";"152";"1";pand.45711977-7e18-4a17-bf9f-9b68eaffcedc
"POLYGON ((79604.364 454940.396,79601.608 454943.748,79593.863 454937.38,79596.547 454934.113,79604.364 454940.396))";"0518100000228526";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000228526;"1998";Pand in gebruik;woonfunctie;"161";"161";"1";pand.5e5b9df4-a20a-45a0-ac40-db95c31eb9b6
"POLYGON ((80595.157 454901.872,80596.002 454904.475,80594.134 454907.896,80584.038 454902.672,80583.518 454902.355,80583.049 454903.053,80582.046 454902.546,80582.425 454901.771,80582.043 454901.501,80577.649 454899.624,80579.612 454895.137,80588.611 454898.769,80595.157 454901.872))";"0518100000225294";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000225294;"1935";Pand in gebruik;woonfunctie;"64";"89";"3";pand.83d835e4-7b2c-4f1b-aed8-c3d1cf4449c8
"POLYGON ((79612.711 454544.086,79607.832 454542.599,79610.719 454532.974,79610.761 454532.987,79615.599 454534.454,79612.711 454544.086))";"0518100000223865";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000223865;"2005";Pand in gebruik;woonfunctie;"135";"135";"1";pand.52971db5-b850-40b3-8633-482cb3b8451f
"POLYGON ((79912.031 454901.937,79914.774 454898.636,79919.02 454902.158,79924.621 454895.251,79935.174 454903.779,79933.341 454906.071,79932.033 454906.147,79930.255 454908.35,79929.482 454909.307,79928.916 454910.008,79928.351 454910.707,79927.592 454911.647,79925.825 454913.836,79926.025 454915.151,79924.063 454917.595,79913.391 454909.026,79915.717 454906.137,79914.215 454904.944,79914.785 454904.184,79912.031 454901.937))";"0518100000222384";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000222384;"1915";Pand in gebruik;woonfunctie;"91";"99";"6";pand.f12c4795-728a-48b7-bc3d-148d37051387
"POLYGON ((79558.719 454428.037,79558.174 454429.12,79557.328 454430.815,79555.488 454429.897,79553.729 454429.035,79558.918 454418.953,79562.437 454420.754,79558.719 454428.037))";"0518100000226746";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000226746;"1891";Pand in gebruik;woonfunctie;"64";"64";"1";pand.54b5c502-b5bc-48da-b0b3-939c720d2f8e
"POLYGON ((79536.793 454319.161,79537.59 454317.328,79543.729 454320.574,79549.366 454323.801,79545.281 454330.703,79533.838 454324.414,79531.062 454322.889,79524.32 454319.183,79523.722 454317.278,79525.971 454313.176,79536.793 454319.161))";"0518100000225311";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000225311;"1894";Pand in gebruik;"winkelfunctie,woonfunctie";"60";"70";"3";pand.a2e9791b-d20a-4b24-9f97-d860b4bddf2e
"POLYGON ((80259.038 454302.829,80255.566 454300.739,80262.265 454289.628,80265.66 454291.688,80259.038 454302.829))";"0518100000225308";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000225308;"1882";Pand in gebruik;woonfunctie;"64";"64";"1";pand.41abd591-7ae1-4c9e-8f77-d10f84a67ddd
"POLYGON ((79525.586 454644.598,79522.374 454648.56,79514.586 454642.281,79517.795 454638.324,79525.586 454644.598))";"0518100000225706";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000225706;"2005";Pand in gebruik;woonfunctie;"135";"135";"1";pand.c8a0dc7c-7ac8-4687-8ef0-e5ecb93a2c08
"POLYGON ((80189.562 454902.406,80186.127 454907.189,80177.423 454900.439,80174.337 454898.345,80174.587 454898.011,80176.617 454895.309,80176.797 454895.42,80177.995 454893.898,80178.825 454894.464,80180.796 454895.809,80181.918 454896.62,80183.454 454897.732,80186.188 454899.824,80189.562 454902.406))";"0518100000222012";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000222012;"1880";Pand in gebruik;"overige gebruiksfunctie,woonfunctie";"60";"138";"2";pand.eeabe8e1-a901-4fad-9688-61a359fa838e
"POLYGON ((79548.363 454910.983,79545.049 454914.99,79537.226 454908.51,79538.877 454906.507,79535.065 454903.365,79534.634 454903.81,79532.54 454902.106,79534.557 454899.686,79536.662 454901.428,79536.724 454901.353,79548.363 454910.983))";"0518100000229044";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000229044;"1894";Pand in gebruik;woonfunctie;"53";"86";"2";pand.d0630e3f-9c06-4fc1-a828-5cc8e72982df
