WKT;full_id;osm_id;osm_type;highway;surface:lanes:forward;surface:lanes:backward;embedded_rails:lanes:forward;embedded_rails:lanes:backward;parking:condition:right;canoe;taxi;bus:lanes:forward;access:lanes:forward;embankment;emergency;survey:date;oneway:psv;oneway:bus;alt_name;motorcar;hazard;office;parking:condition:both;temporary;surface:lanes;sidewalk:right;sidewalk:left;parking:lane:right:capacity;covered;tunnel;maxweight:signed;cycleway:lane;maxaxleload;year_of_construction;construction;traffic_sign:backward;oneway:motorcycle;moped;traffic_calming;wikimedia_commons;mofa;abutters;embedded_rails;bus;bicycle:forward;noexit;maxlength;psv;incline;horse;sidewalk:both;parking:lane:right;bicycle:backward;name:etymology:wikidata;bus:lanes:backward;access:lanes:backward;bridge;source:date;traffic_sign;short_name;parking:lane:both;parking:lane:left;maxweight:destination;maxweight;postal_code;old_name;description;noname;turn:lanes:backward;hgv;wikipedia;wikidata;service;url;source:maxspeed;cycleway:left:oneway;name:zh;turn:lanes:forward;sidewalk:left:surface;motor_vehicle;layer;mapillary;lanes:backward;image;source:width;sidewalk:right:surface;cycleway:both:lane;smoothness;width;sidewalk:both:surface;embedded_rails:lanes;bus:lanes;access:lanes;junction;cycleway:left:lane;cycleway:right:lane;lane_markings;cycleway:both;ele;cycleway:right;cycleway:left;maxheight;access;cycleway;maxspeed:type;turn:lanes;foot;sidewalk;lit;lanes:forward;lanes;bicycle;oneway:moped;oneway:mofa;cyclestreet;zone:traffic;surface;oneway:bicycle;oneway;maxspeed;name
"LINESTRING Z (77647.7206061886 453029.888052409 0,77655.7673689066 453034.81498712 0,77686.0703980564 453053.350325017 0)";w7491517;"7491517";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";
"LINESTRING Z (77476.1842633327 452947.195884251 0,77501.7771626147 452965.347226377 0)";w7491522;"7491522";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;asphalt;;;"30";Albert Schweitzerlaan
"LINESTRING Z (77413.55146541 452919.362014228 0,77393.6003483003 452971.004655001 0,77371.1848040788 452999.173136902 0,77354.6883175356 453020.706376036 0)";w7491533;"7491533";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;asphalt;;;"30";Architect Krophollerstraat
"LINESTRING Z (77267.5885338992 453212.503666682 0,77339.7225296379 453252.93971187 0,77450.5840105837 453317.877341516 0,77493.3321499779 453344.185044755 0,77496.00287902 453347.003268625 0,77497.196759447 453349.677568999 0,77515.4463659163 453402.483414289 0)";w7491539;"7491539";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";Okkernootstraat
"LINESTRING Z (77652.4047336185 452862.055411096 0,77621.3318534054 452911.032315018 0)";w7491540;"7491540";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;no;;;;no;yes;"30";Albert Schweitzerlaan
"LINESTRING Z (77521.9304066514 453063.713319978 0,77529.5949947167 453058.620014471 0,77552.9477754251 453072.589094475 0,77555.7323267384 453076.985702855 0,77556.7798527657 453078.627424993 0,77575.0191843319 453090.617532011 0)";w7491554;"7491554";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Steve Bikostraat
"LINESTRING Z (77234.0919025127 453696.934375073 0,77208.4927220363 453697.523495923 0,77118.1370847965 453744.036587254 0)";w7491558;"7491558";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;no;no;;;paving_stones;no;yes;"30";Sinaasappelstraat
"LINESTRING Z (77544.5878474022 453705.736274489 0,77627.0590388773 453564.223495711 0)";w7491559;"7491559";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;parallel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;no;;;;no;yes;"30";Citroenstraat
"LINESTRING Z (77597.3811606574 453736.573259375 0,77544.5878474022 453705.736274489 0,77495.9747738068 453677.816961571 0)";w7491560;"7491560";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;no;;;;no;yes;"30";Pippelingstraat
"LINESTRING Z (77243.5224842424 453778.642012215 0,77251.6698397488 453777.324103817 0,77254.890177428 453771.865775605 0,77277.773043044 453733.051332946 0,77279.1764220759 453730.69261834 0,77285.174865098 453720.873415377 0)";w7491562;"7491562";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;no;no;;;paving_stones;no;yes;;Appelstraat
"LINESTRING Z (77331.4715275806 453501.348171684 0,77333.5733229362 453506.823562222 0)";w7491566;"7491566";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pippelingstraat
"LINESTRING Z (77595.6081082812 453545.784301678 0,77627.0590388773 453564.223495711 0,77680.9930568023 453593.819613919 0)";w7491567;"7491567";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;no;;;;no;yes;"30";Pompoenstraat
"LINESTRING Z (77426.5991667898 453637.435944177 0,77465.6624319919 453571.741896453 0,77468.0029371978 453567.454691248 0,77468.9996119375 453563.633520123 0,77468.7130764356 453558.886484362 0,77460.1543383171 453536.018967855 0)";w7491570;"7491570";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;no;;;;no;yes;"30";Sterappelstraat
"LINESTRING Z (77525.9342557131 453511.860547911 0,77460.1543383171 453536.018967855 0,77358.8878228213 453572.793927601 0,77324.0063305199 453585.09995409 0,77319.9109176882 453588.112678292 0,77316.1331724854 453592.144191693 0,77292.0126453698 453634.772274441 0)";w7491573;"7491573";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;no;;;;no;yes;"30";Goudreinetstraat
"LINESTRING Z (77450.5840105837 453317.877341516 0,77428.8453560358 453351.98834129 0,77420.5114290023 453365.148648365 0,77398.9832536198 453373.573938503 0)";w7491580;"7491580";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"15";Notenstraat
"LINESTRING Z (77398.9832536198 453373.573938503 0,77396.3288121566 453370.043343518 0,77391.0813355917 453365.16221597 0,77283.4641198577 453341.959537379 0,77278.8252005014 453348.830936483 0,77239.2895515677 453413.66586495 0,77244.7362712226 453420.758123092 0,77248.7520460076 453426.693204152 0)";w7491581;"7491581";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"15";Notenplein
"LINESTRING Z (77234.0919025127 453696.934375073 0,77240.7280372237 453697.209056223 0,77247.2338977149 453697.485780869 0)";w7491583;"7491583";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;asphalt;;;;Appelstraat
"LINESTRING Z (77544.7975271215 453564.490031159 0,77526.9471199397 453595.45777825 0,77483.3563412281 453670.368742692 0)";w7491589;"7491589";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";Abrikozenstraat
"LINESTRING Z (77468.5536067898 453662.264659273 0,77474.7168332526 453665.640499469 0,77483.3563412281 453670.368742692 0,77490.3127958602 453674.477801934 0,77495.9747738068 453677.816961571 0)";w7491590;"7491590";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";Pippelingstraat
"LINESTRING Z (77468.5536067898 453662.264659273 0,77426.5991667898 453637.435944177 0,77372.1123288726 453605.447609251 0,77367.2971590381 453596.609458169 0,77358.8878228213 453572.793927601 0)";w7491591;"7491591";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;no;;;;no;yes;"30";Pippelingstraat
"LINESTRING Z (77086.2492595531 453692.480411635 0,77046.6400011741 453635.770824015 0)";w7491593;"7491593";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;no;no;;;paving_stones;no;yes;"30";Amandelstraat
"LINESTRING Z (77495.9747738068 453677.816961571 0,77462.2242826368 453732.767766559 0)";w7491596;"7491596";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;parallel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;yes;"30";Abrikozenstraat
"LINESTRING Z (77175.8148995775 452805.096898473 0,77169.276078821 452821.656865254 0,77157.5038657787 452851.395875519 0,77153.8275638113 452861.067622992 0,77145.2198921086 452883.490850073 0,77143.1135748252 452889.599471947 0)";w7491601;"7491601";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";Laan van Vredestein
"LINESTRING Z (77685.0598464795 452812.008154416 0,77679.2797234541 452821.433968153 0)";w7491609;"7491609";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";Albert Schweitzerlaan
"LINESTRING Z (77692.3974953607 452799.075225473 0,77685.0598464795 452812.008154416 0)";w7491615;"7491615";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";Albert Schweitzerlaan
"LINESTRING Z (77030.6223616356 453611.017828921 0,77034.5441739138 453617.076616725 0,77043.7654569259 453631.331392487 0)";w7491620;"7491620";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;asphalt;;;"50";Thorbeckelaan
"LINESTRING Z (77298.9429552808 453416.595796928 0,77320.4268743983 453472.610890407 0,77322.3566662381 453477.610471881 0)";w7491624;"7491624";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"15";Pippelingstraat
"LINESTRING Z (77079.7132820644 452788.78446085 0,77079.6036017995 452779.58362304 0,77099.5033861187 452748.92720811 0,77184.7841344036 452782.089445396 0,77175.8148995775 452805.096898473 0)";w7491629;"7491629";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;paving_stones;;;"30";Laan van Vredestein
"LINESTRING Z (77693.4618527673 452785.894741593 0,77692.3974953607 452799.075225473 0)";w7491632;"7491632";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";Albert Schweitzerlaan
"LINESTRING Z (77711.4269281211 452756.305750981 0,77710.5731337175 452757.865740287 0,77693.4618527673 452785.894741593 0)";w7491635;"7491635";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";Albert Schweitzerlaan
"LINESTRING Z (77079.7132820644 452788.78446085 0,77089.3485572322 452796.534315108 0,77103.6885060177 452807.738047518 0,77103.8677642852 452817.004562678 0,77089.2474071631 452836.539745791 0,77085.6115966251 452842.216091105 0)";w7491636;"7491636";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;paving_stones;;;"30";Schifflaan
"LINESTRING Z (77068.3735098314 454062.431986826 0,77088.5091831755 454073.923230188 0,77080.913877452 454085.503602103 0,77080.2787648084 454090.053627603 0,77086.3573877833 454115.641110333 0,77086.6945951351 454120.098022527 0,77059.6915200662 454165.342964844 0,77034.1280906585 454208.339984738 0,77021.5948038335 454230.80276299 0,77021.3307368513 454233.64445351 0,77028.161609098 454259.965641844 0,77030.9860369802 454263.415484574 0)";w7491641;"7491641";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";Hyacinthweg
"LINESTRING Z (77076.9310567716 454050.113235615 0,77068.3735098314 454062.431986826 0,77044.0185560405 454101.626613568 0,77020.1856819844 454139.978616192 0,76998.4799384215 454176.6393877 0,76972.8933317473 454219.870778766 0)";w7491647;"7491647";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;"30";Pioenweg
"LINESTRING Z (77426.2087077321 454055.551851254 0,77531.0906004988 454119.059670753 0,77561.2117608041 454137.307666841 0,77637.1668043238 454182.373047322 0)";w7491649;"7491649";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;no;;;;no;yes;"30";Morelstraat
"LINESTRING Z (77582.915918047 454069.848172886 0,77559.6633475492 454106.541589101 0,77558.6589954586 454112.510498972 0,77561.2117608041 454137.307666841 0)";w7491650;"7491650";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;no;;;;no;yes;"30";Morelstraat
"LINESTRING Z (77115.007420171 453420.794037427 0,77061.0232430233 453477.277081588 0,77033.9445073939 453499.956366731 0,76984.2274352177 453546.336320327 0)";w7491652;"7491652";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;asphalt;;;"30";Donker Curtiusstraat
"LINESTRING Z (77035.7719972245 454054.54111463 0,77035.6699384308 454060.284584585 0,76995.2523045074 454125.1466397 0)";w7491658;"7491658";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";Pioenweg
"LINESTRING Z (77408.1466410041 453793.833104427 0,77370.5490174594 453852.639066173 0,77363.5643933955 453863.864503056 0,77330.4083080958 453920.253594896 0,77306.3946137171 453961.277610765 0,77296.4016328181 453978.336479121 0,77285.2463323254 453997.371980916 0,77261.5668195478 454037.790122501 0,77254.5761246128 454049.472053958 0,77224.744676374 454099.03325109 0)";w7491661;"7491661";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;parallel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;paving_stones;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;"30";Abrikozenstraat
"LINESTRING Z (77135.262047688 453962.838751132 0,77190.9673879389 453995.706756106 0)";w7491669;"7491669";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;parallel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;paving_stones;;;;;;;;;;;;;;;;;;;yes;;;;;;;;paving_stones;;no;"30";Tomatenstraat
"LINESTRING Z (77722.6893694566 454148.997018964 0,77739.2564384017 454159.555901985 0,77755.9446130153 454211.507734107 0,77755.7958611536 454214.737054582 0,77754.4774353103 454217.272358442 0,77748.2483573891 454228.596805924 0)";w7491670;"7491670";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;no;no;;;paving_stones;no;yes;;Aalbessenstraat
"LINESTRING Z (77850.0699510064 454205.774954699 0,77833.759477692 454203.780002791 0,77803.2179965378 454184.424140327 0,77793.8792048279 454122.154131244 0,77792.6506732617 454117.666498247 0,77791.0472741579 454114.653526491 0,77788.4156721891 454113.436923889 0,77753.3805328029 454093.561295232 0)";w7491671;"7491671";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;paving_stones;;yes;"30";Vlierboomstraat
"LINESTRING Z (77685.9683994874 454050.164124576 0,77755.9736558037 454089.203536178 0)";w7491673;"7491673";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;paving_stones;;no;"30";Pomonaplein
"LINESTRING Z (77398.7540071378 453960.749429056 0,77329.6940375802 454078.410810592 0)";w7491681;"7491681";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;"30";Mispelstraat
"LINESTRING Z (77799.9250102345 453524.985681738 0,77679.0063741383 453452.652098688 0,77673.1829284679 453450.405743915 0,77668.9736379366 453451.405843574 0,77622.1139097894 453479.040509015 0,77576.689721849 453493.990065745 0)";w7491685;"7491685";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;no;;;;no;yes;"30";Goudreinetstraat
"LINESTRING Z (77322.3566662381 453477.610471881 0,77327.1537025128 453490.109856823 0,77331.4715275806 453501.348171684 0)";w7491687;"7491687";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;yes;;;;;;;;asphalt;;;;Thorbeckelaan
"LINESTRING Z (77339.7225296379 453252.93971187 0,77283.4641198577 453341.959537379 0)";w7491689;"7491689";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"15";Kokosnootstraat
"LINESTRING Z (77267.5885338992 453212.503666682 0,77168.032802293 453416.092382182 0,77165.7613670321 453419.521822991 0,77162.7651940439 453423.096127269 0,77153.6225330894 453430.53880727 0)";w7491702;"7491702";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;asphalt;;;"30";Walnootstraat
"LINESTRING Z (77576.689721849 453493.990065745 0,77553.4810244077 453501.940087103 0,77548.509101358 453503.731087426 0,77525.9342557131 453511.860547911 0)";w7491706;"7491706";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Abrikozenplein
"LINESTRING Z (77526.8943770817 453429.879513766 0,77528.9431003187 453435.923317204 0,77553.4810244077 453501.940087103 0)";w7491707;"7491707";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";Okkernootstraat
"LINESTRING Z (77518.4973982553 453407.265320506 0,77522.8713345071 453419.048173072 0,77526.8943770817 453429.879513766 0)";w7491711;"7491711";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;yes;;;;;;;;asphalt;;;;Okkernootstraat
"LINESTRING Z (77398.9832536198 453373.573938503 0,77311.1751842563 453406.267630289 0,77307.2025289511 453407.486896551 0,77303.735296424 453412.526184929 0,77298.9429552808 453416.595796928 0,77292.2969905435 453416.154269699 0,77286.2017380585 453414.524625594 0,77285.1780685022 453414.85217836 0,77248.7520460076 453426.693204152 0)";w7491712;"7491712";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"15";Notenplein
"LINESTRING Z (77873.3108191967 453453.788818153 0,77870.1601928082 453458.934072968 0,77845.5215871888 453501.667532434 0,77840.5274827261 453503.803538822 0,77834.1941659084 453504.93656712 0,77822.2863381018 453499.078854882 0,77817.9894805082 453498.411044341 0,77813.3245055495 453502.31126628 0,77799.9250102345 453524.985681738 0,77775.4910684487 453568.473014794 0,77772.4375883553 453571.46919888 0,77768.627542936 453573.4422532 0,77762.7012254979 453572.510451676 0,77710.658794252 453541.927112762 0,77648.863304627 453505.620445353 0,77633.8192236701 453493.91426857 0,77626.6840141822 453487.137156093 0,77622.1139097894 453479.040509015 0)";w7491715;"7491715";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;"30";Bosbesstraat
"LINESTRING Z (77576.689721849 453493.990065745 0,77584.6982834602 453515.909351236 0,77595.6081082812 453545.784301678 0,77570.0629010737 453555.183787202 0,77544.7975271215 453564.490031159 0,77537.0256219591 453542.800804189 0,77525.9342557131 453511.860547911 0)";w7491717;"7491717";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;no;;;;no;yes;"30";Abrikozenplein
"LINESTRING Z (76806.6601352995 453159.620703721 0,76795.6550071208 453155.909996498 0,76788.9534573031 453151.51968901 0)";w7491722;"7491722";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";use_sidepath;;;;;asphalt;;yes;"50";Albardastraat
"LINESTRING Z (77132.7061083914 453403.046794851 0,77162.7651940439 453423.096127269 0,77166.8383298309 453428.306950734 0,77190.5977735626 453458.681237474 0,77213.1123326879 453494.994988213 0,77215.8674522883 453499.258338765 0,77218.6575636328 453504.444738239 0,77219.9524207184 453507.428971356 0,77222.90493785 453513.792365708 0,77233.8514798801 453537.534663982 0)";w7491733;"7491733";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;asphalt;;yes;"50";Albardastraat
"LINESTRING Z (77292.0126453698 453634.772274441 0,77435.1335298994 453717.722375907 0)";w7491735;"7491735";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;use_sidepath;;;;;asphalt;;;"50";Mient
