WKT;full_id;osm_id;osm_type;highway;surface:lanes:forward;surface:lanes:backward;embedded_rails:lanes:forward;embedded_rails:lanes:backward;parking:condition:right;canoe;taxi;bus:lanes:forward;access:lanes:forward;embankment;emergency;survey:date;oneway:psv;oneway:bus;alt_name;motorcar;hazard;office;parking:condition:both;temporary;surface:lanes;sidewalk:right;sidewalk:left;parking:lane:right:capacity;covered;tunnel;maxweight:signed;cycleway:lane;maxaxleload;year_of_construction;construction;traffic_sign:backward;oneway:motorcycle;moped;traffic_calming;wikimedia_commons;mofa;abutters;embedded_rails;bus;bicycle:forward;noexit;maxlength;psv;incline;horse;sidewalk:both;parking:lane:right;bicycle:backward;name:etymology:wikidata;bus:lanes:backward;access:lanes:backward;bridge;source:date;traffic_sign;short_name;parking:lane:both;parking:lane:left;maxweight:destination;maxweight;postal_code;old_name;description;noname;turn:lanes:backward;hgv;wikipedia;wikidata;service;url;source:maxspeed;cycleway:left:oneway;name:zh;turn:lanes:forward;sidewalk:left:surface;motor_vehicle;layer;mapillary;lanes:backward;image;source:width;sidewalk:right:surface;cycleway:both:lane;smoothness;width;sidewalk:both:surface;embedded_rails:lanes;bus:lanes;access:lanes;junction;cycleway:left:lane;cycleway:right:lane;lane_markings;cycleway:both;ele;cycleway:right;cycleway:left;maxheight;access;cycleway;maxspeed:type;turn:lanes;foot;sidewalk;lit;lanes:forward;lanes;bicycle;oneway:moped;oneway:mofa;cyclestreet;zone:traffic;surface;oneway:bicycle;oneway;maxspeed;name
"LINESTRING Z (80158.1044800369 449107.222416633 0,80171.6774324556 449116.510334752 0,80209.9341525325 449139.047825338 0,80257.244542581 449159.758457271 0,80286.0594964628 449170.209066056 0,80305.7447455927 449175.611266484 0)";w117400368;"117400368";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;"30";Noordland
"LINESTRING Z (80242.2319066815 448812.340328303 0,80225.0888868739 448847.459704598 0,80214.4134398655 448868.450413593 0,80177.8927255468 448940.202936591 0,80150.3250172521 448995.085635328 0,80108.0484866118 449081.101516665 0)";w117400370;"117400370";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;paving_stones;;;"30";Praagsingel
"LINESTRING Z (79929.3838507516 448929.429294256 0,79975.3261019226 448972.134615129 0,80010.5013394618 449002.339291415 0,80097.95095757 449079.272562786 0,80108.0484866118 449081.101516665 0)";w117400374;"117400374";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;paving_stones;;;"30";Praagsingel
"LINESTRING Z (80395.7019323741 448803.754026695 0,80386.6270435371 448821.660353113 0)";w117400376;"117400376";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;"30";Gotland
"LINESTRING Z (80114.4738243741 449086.145854457 0,80142.3852191277 449099.457845779 0)";w117400378;"117400378";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;"30";Noordland
"LINESTRING Z (80030.6446721755 448899.385626138 0,80070.2562571407 448930.158265847 0,80102.7540680036 448954.884625372 0,80097.1315186437 448967.643266915 0,80086.645212351 448987.463045068 0)";w117400379;"117400379";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;;Tallinnhof
"LINESTRING Z (80263.792267449 449029.691839681 0,80254.0835201273 449048.297835397 0,80246.3562180223 449063.079679214 0,80238.5086024795 449078.074762093 0)";w117400382;"117400382";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;paving_stones;;;"30";Groenland
"LINESTRING Z (79787.5612723502 448645.0799335 0,79809.9694971402 448661.978302292 0,79813.7061414242 448664.848460031 0,79869.1633428049 448706.886358017 0,79909.0409010304 448736.463112523 0,79938.4012048801 448758.754279312 0,79957.7408524326 448773.440632738 0,79966.9379893919 448780.624040388 0)";w117404067;"117404067";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;paving_stones;;;"30";Dublinweg
"LINESTRING Z (79730.7577449935 448806.306148263 0,79731.0100076589 448812.555967687 0,79731.1178035642 448846.971553207 0)";w117404077;"117404077";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;;Boedapestplein
"LINESTRING Z (79788.5560996739 448819.298524911 0,79781.2632520443 448851.433373639 0)";w117404081;"117404081";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;"30";Boekarestpad
"LINESTRING Z (79731.1178035642 448846.971553207 0,79705.4548962726 448849.072762536 0,79682.0136563479 448853.733231549 0,79602.8299183266 448878.743097226 0,79583.3528643764 448884.51245724 0,79574.2600161032 448883.793225843 0,79566.002503055 448879.756513342 0)";w117404083;"117404083";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;paving_stones;;;"30";Athenesingel
"LINESTRING Z (79994.0840119375 448624.308935159 0,79976.0474067245 448646.968765354 0,79973.9991018709 448649.992874668 0,79963.0098446971 448666.059395326 0,79960.2760591316 448670.061916597 0,79952.8832504374 448679.687172231 0,79944.9047478151 448690.07792414 0,79941.6051840201 448694.34490628 0,79930.0029381278 448709.352500221 0,79927.4888184676 448712.439282255 0,79924.5620766733 448716.389093185 0,79909.0409010304 448736.463112523 0)";w117404085;"117404085";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;yes;"30";Berlijnstraat
"LINESTRING Z (79744.6528034132 448770.889092104 0,79730.7577449935 448806.306148263 0)";w117404089;"117404089";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;;Boedapestplein
"LINESTRING Z (79787.5612723502 448645.0799335 0,79732.8197798238 448689.180834382 0,79695.3976539398 448720.446663345 0,79688.2428983881 448726.25201069 0,79635.4879081118 448769.044349758 0,79575.9836939767 448830.755921519 0,79573.0957460487 448834.071094 0,79562.5776449413 448845.324342049 0,79557.6010173135 448854.869130442 0,79557.3094831588 448865.088552442 0,79559.4801739105 448873.801883927 0,79566.002503055 448879.756513342 0)";w117404091;"117404091";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;paving_stones;;;"30";Athenesingel
"LINESTRING Z (79673.4147714522 448819.835408409 0,79666.6004795189 448817.724024694 0,79657.9696252501 448803.522306913 0,79659.4680489814 448794.564311721 0)";w117404095;"117404095";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;;Bernpad
"LINESTRING Z (80065.7698933034 448523.017147056 0,80051.147451942 448546.326397091 0,80049.6002774227 448548.441616602 0,80039.3151427958 448564.797811847 0,80037.9539639222 448566.954748111 0,80025.8592953841 448581.669068928 0,80024.701860706 448583.222063173 0,80014.1773411119 448597.345299594 0,80012.2838421656 448599.710544648 0,79994.0840119375 448624.308935159 0)";w117404096;"117404096";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;yes;"30";Berlijnstraat
"LINESTRING Z (79731.1178035642 448846.971553207 0,79754.7569035618 448847.682889436 0,79781.2632520443 448851.433373639 0,79801.9594010181 448857.285716012 0,79825.8408004024 448862.233291137 0,79856.2794050342 448877.297122211 0,79874.1796922177 448888.49970253 0)";w117404100;"117404100";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;paving_stones;;;"30";Athenesingel
"LINESTRING Z (79798.8831922524 448789.43242302 0,79802.1059710635 448795.559538553 0,79794.3473849897 448817.308352021 0,79791.8892237109 448818.179998687 0,79788.5560996739 448819.298524911 0)";w117404109;"117404109";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;"30";Boekarestpad
"LINESTRING Z (79659.4680489814 448794.564311721 0,79666.0753922943 448797.969598775 0,79675.5642500021 448813.983267375 0,79673.4147714522 448819.835408409 0)";w117404113;"117404113";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;;Bernpad
"LINESTRING Z (79788.5560996739 448819.298524911 0,79787.223724476 448817.438089553 0,79784.7904927653 448814.047549933 0,79793.1328654788 448790.954619029 0,79798.8831922524 448789.43242302 0)";w117404120;"117404120";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;"30";Boekarestpad
"LINESTRING Z (79992.886415129 448480.838647558 0,79958.3812859039 448508.620163186 0,79902.2334449428 448553.441336116 0)";w117404124;"117404124";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;paving_stones;;;"30";Athenesingel
"LINESTRING Z (79673.4147714522 448819.835408409 0,79682.0136563479 448853.733231549 0)";w117404125;"117404125";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;;Bernpad
"LINESTRING Z (79902.2334449428 448553.441336116 0,79922.9840298575 448569.219056936 0,79928.1280505909 448573.459034449 0,79954.3145676202 448593.728400316 0,79994.0840119375 448624.308935159 0,80023.1340381509 448646.950222068 0,80042.566249873 448662.303159774 0,80051.8130101415 448669.586125216 0)";w117404130;"117404130";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;paving_stones;;;"30";Kopenhagenweg
"LINESTRING Z (79909.0409010304 448736.463112523 0,79889.4318007691 448762.229266059 0,79866.0735305305 448792.925832791 0,79840.6230516012 448826.892149614 0,79837.7409016918 448833.790116363 0,79825.8408004024 448862.233291137 0)";w117404132;"117404132";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;yes;"30";Berlijnstraat
"LINESTRING Z (79902.2334449428 448553.441336116 0,79899.4507356026 448556.020314326 0,79845.3391778199 448598.775152205 0,79787.5612723502 448645.0799335 0)";w117404134;"117404134";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;paving_stones;;;"30";Athenesingel
"LINESTRING Z (79730.7577449935 448806.306148263 0,79714.0463376583 448777.048513805 0,79721.6320208399 448772.961449621 0,79735.0473847451 448770.333086708 0,79744.6528034132 448770.889092104 0)";w117404135;"117404135";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;;Boedapestplein
"LINESTRING Z (80293.4691527685 448492.526599719 0,80297.006471455 448499.97347416 0,80303.092479277 448521.280312405 0,80302.1125996941 448543.394058871 0,80291.1205529796 448570.35361944 0,80271.1779634054 448603.356039328 0)";w117406576;"117406576";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;"30";Osloweg
"LINESTRING Z (80696.4634094392 448229.638632665 0,80639.0875504683 448346.964651824 0,80635.4400500908 448350.513065228 0,80614.4271397375 448361.686905317 0)";w117406577;"117406577";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;yes;"30";Kalmoesplantsoen
"LINESTRING Z (80482.772313524 448460.1055033 0,80577.8428956455 448428.908355457 0)";w117406578;"117406578";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;no;;NL:urban;;no;yes;"30";Wielspinstraat
"LINESTRING Z (80478.6947810695 448599.281411715 0,80487.2181780023 448554.533060514 0,80489.9900233732 448506.654869676 0)";w117406581;"117406581";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;no;;NL:urban;;no;yes;"30";Kikkerbeetlaan
"LINESTRING Z (80553.9927754318 448387.058193923 0,80577.8428956455 448428.908355457 0,80638.3615514912 448458.460973824 0)";w117406583;"117406583";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;"30";Waterkersvijver
"LINESTRING Z (80464.2391938725 448415.30540937 0,80474.0257213242 448438.960636456 0,80482.772313524 448460.1055033 0,80486.8314469861 448478.138005963 0,80489.9900233732 448506.654869676 0)";w117406586;"117406586";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;"30";Kikkerbeetlaan
"LINESTRING Z (80507.9058248229 448357.646987417 0,80521.2287973809 448367.117648174 0)";w117406587;"117406587";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;"30";Waterkersvijver
"LINESTRING Z (80746.4686512447 448260.306249873 0,80696.4634094392 448229.638632665 0,80690.2759873344 448225.847391201 0,80641.8429569001 448196.147214876 0)";w117406590;"117406590";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;"30";Waterbiesweg
"LINESTRING Z (80359.0374731976 448456.237119867 0,80361.8236753178 448464.418567137 0,80367.6087747031 448485.819003166 0,80369.8468190206 448503.244420115 0,80371.0887503946 448523.377586232 0,80368.5098940661 448545.092409798 0,80364.3471602507 448563.726398828 0,80353.5750266986 448592.095706905 0,80330.5430575438 448637.484460106 0)";w117406591;"117406591";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;"30";Moskousingel
"LINESTRING Z (80618.6648446524 448565.177369118 0,80487.2181780023 448554.533060514 0)";w117406594;"117406594";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;no;;NL:urban;;no;yes;"30";Oeverbiesstraat
"LINESTRING Z (80641.8429569001 448196.147214876 0,80589.7646629111 448270.009038809 0,80521.2287973809 448367.117648174 0)";w117406595;"117406595";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;"30";Laan van Wateringse Veld
"LINESTRING Z (80204.9424603321 448566.182328158 0,80271.1779634054 448603.356039328 0,80330.5430575438 448637.484460106 0)";w117406601;"117406601";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;"30";Middenweg
"LINESTRING Z (80478.6947810695 448599.281411715 0,80462.2726366964 448650.635169863 0,80439.8206205712 448698.585170223 0)";w117406604;"117406604";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;"30";Kikkerbeetlaan
"LINESTRING Z (80386.0829606311 448457.378960679 0,80392.0058993523 448482.950142017 0,80393.0288387806 448487.997808322 0,80395.9767500782 448515.705474386 0,80394.5984041804 448541.497206345 0,80388.6636550876 448572.008396185 0,80374.8650844317 448605.040834855 0,80372.0987152616 448610.100715752 0,80350.963963591 448648.784517365 0)";w117406607;"117406607";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;"30";Moskousingel
"LINESTRING Z (80614.4271397375 448361.686905317 0,80613.9599287946 448337.736568428 0,80615.4804176056 448331.972139223 0,80690.2759873344 448225.847391201 0)";w117406610;"117406610";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;yes;"30";Kalmoesplantsoen
"LINESTRING Z (80395.9767500782 448515.705474386 0,80489.9900233732 448506.654869676 0,80646.8337784143 448491.638935735 0)";w117406612;"117406612";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;"30";Lisdoddestraat
"LINESTRING Z (80521.2287973809 448367.117648174 0,80508.2143447835 448384.726499033 0,80493.874797035 448397.269962098 0,80464.2391938725 448415.30540937 0,80386.0829606311 448457.378960679 0)";w117406613;"117406613";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;"30";Laan van Wateringse Veld
"LINESTRING Z (80462.2726366964 448650.635169863 0,80514.5713354338 448672.787040905 0,80576.8298074336 448699.030288423 0)";w117406619;"117406619";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;no;;NL:urban;;no;yes;"30";Fonteinkruidstraat
"LINESTRING Z (80553.9927754318 448387.058193923 0,80597.7984248775 448390.610383462 0,80648.428533767 448434.698459522 0,80655.3615324501 448436.019369855 0)";w117406622;"117406622";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;"30";Waterkersvijver
"LINESTRING Z (80388.6636550876 448572.008396185 0,80478.6947810695 448599.281411715 0,80585.5734113173 448632.658261176 0)";w117406623;"117406623";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;"30";Rietkeverstraat
"LINESTRING Z (80521.2287973809 448367.117648174 0,80553.9927754318 448387.058193923 0)";w117406624;"117406624";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;"30";Waterkersvijver
"LINESTRING Z (80585.5734113173 448632.658261176 0,80576.8298074336 448699.030288423 0,80575.0456927276 448704.598377983 0,80536.8812888934 448754.518424556 0)";w117406625;"117406625";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;"30";Vuurjuffersingel
"LINESTRING Z (80330.5430575438 448637.484460106 0,80350.963963591 448648.784517365 0,80439.8206205712 448698.585170223 0,80442.9226918652 448700.363669088 0,80536.8812888934 448754.518424556 0)";w117406627;"117406627";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;"30";Middenweg
"LINESTRING Z (80746.4686512447 448260.306249873 0,80660.1497287108 448433.466553265 0,80655.3615324501 448436.019369855 0)";w117406628;"117406628";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;"30";Waterbiesweg
"LINESTRING Z (80638.3615514912 448458.460973824 0,80646.8337784143 448491.638935735 0,80651.9779881382 448516.643390131 0,80618.6648446524 448565.177369118 0,80621.3328949199 448591.698689129 0,80585.5734113173 448632.658261176 0)";w117406629;"117406629";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;"30";Vuurjuffersingel
"LINESTRING Z (80424.3733144431 448298.329345859 0,80437.4723430783 448307.035346569 0)";w117856643;"117856643";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;"30";Paul Steenbergenlaan
"LINESTRING Z (80182.2491512968 448155.108537889 0,80181.2416366275 448219.729479396 0,80180.4451405508 448271.417192602 0,80178.4103193534 448281.762854325 0)";w117856644;"117856644";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;no;;;;no;yes;"30";Ko van Dijkplein
"LINESTRING Z (79963.8930329526 448246.285782831 0,79918.5508542991 448197.362332527 0,79915.0681868388 448190.404498606 0,79917.526237182 448179.929945114 0,79924.7846582639 448171.363786972 0)";w117856645;"117856645";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;no;;;;no;yes;"30";Wim Sonneveldplein
"LINESTRING Z (80310.9509087534 448303.476818994 0,80340.1246568462 448319.230224994 0,80341.0728384397 448319.739013844 0,80345.2048913893 448321.969383146 0,80374.764911579 448340.61033219 0,80382.9178687302 448344.071324917 0)";w117856651;"117856651";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;no;;;;no;yes;"30";Fie Carelsenlaan
