WKT;full_id;osm_id;osm_type;highway;sidewalk:left:surface;sidewalk:right:surface;bicycle:backward;destination:lanes;covered;sidewalk:both:surface;cycleway:both;cycleway:left;bicycle:forward;embedded_rails:lanes:forward;embedded_rails:lanes:backward;bus;oneway:bus;bus:lanes:forward;bus:lanes:backward;access:lanes:forward;access:lanes:backward;sidewalk:right;sidewalk:left;lanes:backward;destination:symbol:name;description;traffic_sign;placement:forward;destination:symbol;maxweight:signed;source:width;mapillary;image;embedded_rails:lanes;shoulder;mofa;motor_vehicle;loc_name;psv:lanes;carriageway_ref;voltage;cycleway;embedded_rails;tunnel;smoothness;change:lanes;wikidata;name:etymology:wikidata;placement;width;lane_markings;layer;bridge;priority_road;old_name;agricultural;destination:colour;destination;sidewalk;cycleway:right:lane;cycleway:right;operator;bus:lanes;access:lanes;zone:traffic;moped;turn:lanes:forward;turn:lanes:backward;ref;lanes:forward;destination:ref;destination:forward;destination:backward;maxheight;junction;turn:lanes;source:maxspeed;surface;oneway;old_ref;name;maxspeed;lit;lanes;foot;bicycle
"LINESTRING Z (80223.2095320663 454515.758227513 0,80224.5665640965 454514.346899519 0,80230.8260461181 454507.442819986 0)";w694374634;"694374634";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;S100;;;;;;;"left|left;through";;asphalt;yes;;Noord West Buitensingel;"50";;"2";use_sidepath;use_sidepath
"LINESTRING Z (80273.5259785349 454521.734690515 0,80281.6513639383 454523.103793158 0,80289.7379679048 454523.716819682 0,80295.5892491275 454523.417570043 0,80304.74296492 454522.946362512 0,80308.1316906772 454522.127708811 0,80313.2422861398 454520.90488362 0)";w694374636;"694374636";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;S100;;;;;;;left|through|through;;asphalt;yes;;Lijnbaan;"50";;"3";use_sidepath;use_sidepath
"LINESTRING Z (80137.6587376466 454476.27299773 0,80206.2584825326 454498.820899691 0,80214.5641655077 454501.689400256 0,80218.0995204756 454502.871436393 0,80230.8260461181 454507.442819986 0)";w694374638;"694374638";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;S104;;;;;;;left|left|through;NL:urban;asphalt;yes;;Loosduinsekade;"50";;"2";use_sidepath;use_sidepath
"LINESTRING Z (80230.8260461181 454507.442819986 0,80235.2110478968 454517.714418611 0,80235.8935550933 454519.785013323 0,80236.6048199695 454521.944196341 0,80238.8723915972 454526.372272273 0,80240.5499044078 454530.319601004 0)";w694374639;"694374639";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;S100;;;;;;;;;asphalt;yes;;Noord West Buitensingel;"50";;"2";use_sidepath;use_sidepath
"LINESTRING Z (79375.519611089 458825.95489536 0,79381.3160378385 458831.842266892 0,79384.5486450757 458835.376197524 0,79396.6618305981 458848.033265368 0,79412.5184363128 458864.483606409 0,79418.285439464 458876.102197677 0,79418.8791382894 458880.455203725 0,79423.795369477 458933.003041118 0,79426.6069493747 458956.617648673 0,79428.5774959639 458964.566206986 0)";w694408140;"694408140";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;ARCore;;;;;;;;;;;;;;;;;;;"3.4";;;;;;;;;;;;;;;;;;;;;;;;;;;;asphalt;yes;;Gevers Deynootweg;"50";yes;"1";;use_sidepath
"LINESTRING Z (79178.9568979269 458645.765527515 0,79183.4235334525 458647.088367868 0,79191.2610049816 458647.514113327 0,79196.5801255277 458650.826942023 0,79262.5708610088 458720.058887941 0)";w694410269;"694410269";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;lane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;asphalt;yes;;Gevers Deynootweg;"50";;"1";;
"LINESTRING Z (79178.9568979269 458645.765527515 0,79169.6095679057 458635.737421357 0,79165.555691745 458631.38157951 0,79128.4724149907 458591.598513094 0,79074.6809738201 458534.511411756 0,79051.4549950976 458509.862327783 0,79020.7050623547 458477.538968184 0,78976.4953156464 458430.232339954 0)";w694410271;"694410271";way;secondary;;;;;;;;;;;;;;yes|;yes|;no|yes;no|yes;;;;;;;;;;;;;;;;;;;;;lane;tram;;;;;;;;;;;;;;;;both;;;;;;;;;;;;;;;;;;;asphalt;;;Gevers Deynootweg;"50";;"4";;
"LINESTRING Z (79182.8282058287 458656.121961388 0,79180.3078726264 458648.994195836 0,79178.9568979269 458645.765527515 0)";w694410793;"694410793";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;lane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"left;through";;asphalt;yes;;Gevers Deynootweg;"50";;"1";;
"LINESTRING Z (79285.6512578927 458764.073229882 0,79251.7612669788 458730.950610471 0,79234.5159948127 458713.353526496 0)";w694410794;"694410794";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;asphalt;yes;;Gevers Deynootweg;"50";;"1";;use_sidepath
"LINESTRING Z (79289.7418956928 458746.562801572 0,79298.5077859963 458754.430090634 0,79310.9371342034 458763.076193543 0,79318.4212242829 458769.104715945 0)";w694410795;"694410795";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;through|right;;asphalt;yes;;Gevers Deynootweg;"50";;"2";;use_sidepath
"LINESTRING Z (79319.8208016298 458793.987058578 0,79285.6512578927 458764.073229882 0)";w694411276;"694411276";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;through|right;;asphalt;yes;;Gevers Deynootweg;"50";;"2";;use_sidepath
"LINESTRING Z (78962.2115840409 458267.708970196 0,78962.1848366195 458257.894798868 0,78962.1011349043 458252.421278983 0)";w694412970;"694412970";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tram;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;asphalt;;;Jurriaan Kokstraat;"50";;"2";use_sidepath;use_sidepath
"LINESTRING Z (78944.07557121 458362.715973874 0,78940.1783090972 458374.448488149 0,78939.4310993003 458380.246293728 0)";w694412973;"694412973";way;secondary;;;;;;;;lane;use_sidepath;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tram;;;;;;;;;;;;;;;;left;;;;;;;;;;;;;;;;;;;asphalt;;;Badhuiskade;"50";yes;"2";;
"LINESTRING Z (78925.2405531947 457849.463477014 0,78924.4390509953 457854.405281492 0,78924.2272252479 457859.371448079 0,78924.3201523317 457863.654166697 0)";w694413910;"694413910";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tram;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;asphalt;;;Prins Willemstraat;"50";;"2";use_sidepath;use_sidepath
"LINESTRING Z (78924.3201523317 457863.654166697 0,78926.0058459239 457873.509720646 0,78926.4899028226 457876.484522378 0,78927.5991138063 457882.699030835 0,78939.8506944148 457950.323447644 0,78941.1890016397 457958.526302242 0)";w694413913;"694413913";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tram;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;asphalt;;;Jurriaan Kokstraat;"50";;"2";use_sidepath;use_sidepath
"LINESTRING Z (78943.7748082386 457973.475680855 0,78949.8513490716 458008.334656866 0,78954.9130875075 458036.432427527 0,78956.0317162087 458043.715051723 0,78956.6139970583 458052.218790835 0,78956.7354118399 458055.677629779 0,78956.8094289608 458058.725470928 0,78956.9361287816 458060.737636022 0,78958.2847053083 458105.461250603 0,78958.6122336899 458121.502298452 0,78961.2132804996 458217.660975942 0,78961.628417096 458232.710326585 0)";w694413917;"694413917";way;secondary;;;;;;paving_stones;track;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tram;;;;;;;;;;;;;;;;both;;;;;;;;;;;;;;;;;;;asphalt;;;Jurriaan Kokstraat;"50";yes;"2";;
"LINESTRING Z (79019.9050142051 457674.93703662 0,79025.3597809915 457676.2891649 0,79028.8552240876 457678.572568076 0,79031.8730172367 457680.54056887 0,79034.6594038214 457682.612254898 0)";w694415852;"694415852";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;lane;tram;;;;;;;;;;;;;;;;right;;;;;;;;;;;;;;;;;;;asphalt;yes;;Duinstraat;"50";yes;"1";;
"LINESTRING Z (78989.3590723028 457754.932999784 0,78974.7329176832 457774.463020216 0,78949.4265033823 457808.499927714 0,78933.6334317532 457830.117662881 0,78931.4587034338 457833.088624267 0)";w694415858;"694415858";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;lane;tram;;;;;;;;;;;;;;;;both;;;;;;;;;;;;;;;;;;;asphalt;;;Prins Willemstraat;"50";;"2";;
"LINESTRING Z (79037.0872203345 457685.43497065 0,79039.275946116 457690.998736207 0)";w694417491;"694417491";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tram;;;;;;;;;;;;;;;;;;lane;;;;;;;;;;;;;;;;;asphalt;yes;;Duinstraat;"50";yes;"1";;
"LINESTRING Z (79032.8697831801 457692.409650541 0,79030.612955173 457689.11696437 0,79028.2881771581 457685.413594933 0,79027.395158359 457683.925007279 0,79025.628259823 457681.303624177 0,79023.488973827 457678.97724917 0,79019.9050142051 457674.93703662 0)";w694417492;"694417492";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;lane;tram;;;;;;;;;;;;;;;;right;;;;;;;;;;;;;;;;;;;asphalt;yes;;Duinstraat;"50";yes;"1";;
"LINESTRING Z (78806.9207827773 457617.338554822 0,78813.5407665938 457617.804645462 0,78838.7189832277 457619.689030732 0,78867.0337777596 457621.447631689 0,78879.8630854689 457623.309860611 0,78889.3099983204 457625.357417882 0,78893.6767706155 457626.358842559 0,78899.7142666556 457628.169277635 0,78911.1426924581 457631.633147364 0,78928.1662768936 457637.559681695 0,78953.6831646657 457647.262190888 0,78965.49004264 457652.178116655 0,78978.0494406336 457657.460906005 0,79005.8858637854 457668.741728504 0,79007.8382986895 457669.602104182 0,79019.9050142051 457674.93703662 0)";w694418082;"694418082";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;lane;tram;;;;;;;;;;;;;;;;both;;;;;;;;;;;;;;;;;;;asphalt;;;Duinstraat;"50";yes;"2";;
"LINESTRING Z (78789.8983958547 457615.529639345 0,78806.9207827773 457617.338554822 0)";w694418087;"694418087";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tram;;;;;;;;;;;;;;;;;;lane;;;;;;;;;;;;;;;;;asphalt;yes;;Duinstraat;"50";yes;"1";;
"LINESTRING Z (78776.5081240885 457613.286771828 0,78789.8983958547 457615.529639345 0)";w694418088;"694418088";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tram;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;asphalt;yes;;Duinstraat;"50";yes;"1";;use_sidepath
"LINESTRING Z (84375.4856036249 451372.061042964 0,84385.2260526742 451358.837254258 0,84395.6497607399 451347.829260645 0,84439.4840167962 451305.614340486 0,84462.7157510734 451283.809651422 0)";w723397465;"723397465";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;use_sidepath;;;;;;;;;;;;asphalt;yes;;Laan van Hoornwijck;"50";;"2";use_sidepath;use_sidepath
"LINESTRING Z (84136.162371735 451560.863070288 0,84165.7673758874 451556.09120494 0,84185.1565277293 451550.34088307 0,84198.0936275872 451542.935355697 0,84206.2497839083 451536.565884467 0)";w723397466;"723397466";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;use_sidepath;;;;;;;;;;;;asphalt;yes;;Laan van Hoornwijck;"50";;"2";use_sidepath;use_sidepath
"LINESTRING Z (84372.6875246504 451399.729793233 0,84320.1644708572 451451.315397852 0,84207.9012202735 451558.630117557 0)";w723397467;"723397467";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;use_sidepath;;;;;;;;default;;;;asphalt;yes;;Laan van Hoornwijck;"50";;"2";use_sidepath;use_sidepath
"LINESTRING Z (83528.4458114962 455115.313712046 0,83530.7292078507 455111.99833782 0)";w723466597;"723466597";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;asphalt;yes;;Laan van Nieuw-Oost-Indië;"50";yes;"1";;use_sidepath
"LINESTRING Z (83565.1583744856 455091.374554902 0,83555.741992218 455102.614867186 0)";w723466598;"723466598";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;asphalt;yes;;Laan van Nieuw-Oost-Indië;"50";yes;"2";;use_sidepath
"LINESTRING Z (86832.4827867355 454015.185987984 0,86912.8602440915 454083.108209582 0)";w723492358;"723492358";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;asphalt;;;Donau;"50";yes;"2";use_sidepath;use_sidepath
"LINESTRING Z (87578.6630297337 453424.283770439 0,87597.9930077117 453408.366071654 0)";w723494553;"723494553";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;default;;;NL:urban;asphalt;yes;N469;Zoetermeerse Rijweg;"50";yes;"2";use_sidepath;use_sidepath
"LINESTRING Z (87489.8687588334 453497.402137425 0,87578.6630297337 453424.283770439 0)";w723494554;"723494554";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;asphalt;yes;N469;Zoetermeerse Rijweg;"50";yes;"2";use_sidepath;use_sidepath
"LINESTRING Z (87585.0296967654 453436.615514172 0,87534.075176141 453477.664102406 0)";w723494555;"723494555";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;asphalt;yes;N469;Zoetermeerse Rijweg;"50";yes;"2";no;no
"LINESTRING Z (87606.7725787859 453419.096241788 0,87585.0296967654 453436.615514172 0)";w723494556;"723494556";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;default;;;NL:urban;asphalt;yes;N469;Zoetermeerse Rijweg;"50";yes;"2";no;no
"LINESTRING Z (79034.6594038214 457682.612254898 0,79037.0872203345 457685.43497065 0)";w737620291;"737620291";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tram;;;;;;;;;;;;;;;;;;lane;;;;;;;;;;;;;;;;;asphalt;yes;;Duinstraat;"50";yes;"1";;
"LINESTRING Z (79039.275946116 457690.998736207 0,79038.4492579089 457693.403803639 0,79037.9146132894 457695.637495929 0,79037.1847613573 457700.344503719 0,79036.1480216285 457703.353672104 0,79034.481048699 457705.927362573 0,79026.2983718816 457715.299423155 0)";w737620292;"737620292";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tram;;;;;;;;;;;;;;;;right;;lane;;;;;;;;;;;;;;;;;asphalt;yes;;Prins Willemstraat;"50";;"1";;
"LINESTRING Z (83878.5580853771 451046.969679085 0,83891.935643345 450969.888996015 0,83895.6536954683 450944.343261164 0)";w758454769;"758454769";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;;;right_of:1;;;;;designated;Rotterdamsweg;no;;;;;;Gemeente Den Haag;;;NL:rural;;;;;;;;;;;through|through|right;;asphalt;yes;S107;Laan van Delfvliet;"70";yes;"3";no;no
"LINESTRING Z (77340.3038681987 454962.24818492 0,77345.0007500588 454960.505744197 0,77350.0238825152 454957.701089946 0)";w767857871;"767857871";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Gemeente Den Haag;;;NL:urban;;;;S200;;;;;;;;;asphalt;yes;;Segbroeklaan;"50";yes;"1";;use_sidepath
"LINESTRING Z (78485.8649921037 457107.280195254 0,78476.6639199153 457091.887555506 0)";w767860165;"767860165";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;left|none;NL:urban;asphalt;yes;;Westduinweg;"50";yes;"2";use_sidepath;use_sidepath
"LINESTRING Z (78512.7917958858 457152.723061711 0,78511.4095091147 457150.184960829 0,78506.0594884394 457141.876994892 0,78491.7289314953 457117.805763967 0,78485.8649921037 457107.280195254 0)";w767860166;"767860166";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;left|none;NL:urban;asphalt;yes;;Westduinweg;"50";yes;"2";use_sidepath;use_sidepath
"LINESTRING Z (80361.3891823768 451881.296926057 0,80382.6428407079 451877.161748069 0)";w770541703;"770541703";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";yes;;;;;;;;;;;;;;;;S105;;;;;;;"left;through|through|right|right";NL:urban;asphalt;yes;;Erasmusplein;"50";;"4";use_sidepath;use_sidepath
"LINESTRING Z (83541.2475619339 455123.553307376 0,83534.8199435325 455132.847961804 0)";w771701079;"771701079";way;secondary;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;default;;;;asphalt;yes;;Laan van Nieuw-Oost-Indië;"50";yes;"2";;use_sidepath
"LINESTRING Z (83543.2223654484 455120.709720607 0,83541.2475619339 455123.553307376 0)";w771701080;"771701080";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;asphalt;yes;;Laan van Nieuw-Oost-Indië;"50";yes;"2";;use_sidepath
"LINESTRING Z (83555.741992218 455102.614867186 0,83543.2223654484 455120.709720607 0)";w771701081;"771701081";way;secondary;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;default;;;;asphalt;yes;;Laan van Nieuw-Oost-Indië;"50";yes;"2";;use_sidepath
"LINESTRING Z (83530.7292078507 455111.99833782 0,83543.3149618766 455093.735592381 0)";w771701082;"771701082";way;secondary;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;default;;;;asphalt;yes;;Laan van Nieuw-Oost-Indië;"50";yes;"1";;use_sidepath
"LINESTRING Z (83521.978356968 455124.69797446 0,83528.4458114962 455115.313712046 0)";w771701083;"771701083";way;secondary;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;default;;;;asphalt;yes;;Laan van Nieuw-Oost-Indië;"50";yes;"1";;use_sidepath
"LINESTRING Z (83543.3149618766 455093.735592381 0,83550.1812020714 455079.64987488 0)";w771701084;"771701084";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;default;;;;asphalt;yes;;Laan van Nieuw-Oost-Indië;"50";yes;"1";;use_sidepath
"LINESTRING Z (83476.8112849326 455190.497826326 0,83480.4404238978 455182.556343857 0,83488.1116618814 455172.030858087 0)";w771701085;"771701085";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;asphalt;yes;;Laan van Nieuw-Oost-Indië;"50";yes;"1";;use_sidepath
"LINESTRING Z (82916.6348444852 453977.024606771 0,82860.7104229864 453954.211261329 0)";w776609915;"776609915";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;;;;;;;;;;;;;no;;;;;;;;;;S100;;;;;;;||merge_to_left;NL:urban;asphalt;yes;;Mercuriusweg;"50";yes;"3";no;no
"LINESTRING Z (79145.4822847654 456092.276179909 0,79142.5429449709 456099.108830175 0)";w810274022;"810274022";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;S103;;;;;;;left|through|through;;asphalt;yes;;Stadhouderslaan;"50";;"3";use_sidepath;use_sidepath
"LINESTRING Z (79350.8678185465 455775.529118943 0,79346.428929453 455780.704170693 0,79344.8796653662 455782.508140766 0,79339.3050308113 455789.180437285 0,79312.9575489066 455821.428306768 0)";w810274028;"810274028";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tram;;;;;;;;;;;;;;;;;;lane;;;;NL:urban;;;;S103;;;;;;;;;asphalt;yes;;Stadhouderslaan;"50";;"1";;
"LINESTRING Z (81609.168025087 453138.091626061 0,81626.4909742573 453158.422082172 0,81646.5926324807 453179.75763747 0,81671.3266500651 453201.759456107 0,81754.3143174928 453274.83582473 0,81793.9183458244 453310.016933765 0)";w815853885;"815853885";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S100;;;;;;;;NL:urban;asphalt;yes;;Neherkade;"50";;"2";;no
"LINESTRING Z (78479.9511901978 457082.823590396 0,78493.9235671435 457105.876555465 0,78498.715407392 457113.536563315 0,78513.8800831509 457140.599450417 0,78517.096169964 457146.514411759 0,78523.2133228917 457157.915206049 0,78532.6090606062 457173.505232878 0,78572.70501286 457239.33210056 0,78593.565388449 457274.074794449 0,78626.3152916544 457328.43105711 0,78630.0145331582 457337.71034404 0,78630.2236461046 457338.385919178 0,78633.9168227222 457353.073335603 0,78636.3907848655 457363.339545519 0,78639.2218825405 457381.244962972 0,78639.4839995084 457388.051055164 0,78638.9627804249 457396.059832103 0,78638.1895425333 457401.49086576 0,78637.1768706524 457410.519804273 0)";w818760069;"818760069";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;asphalt;yes;;Westduinweg;"50";yes;"1";use_sidepath;use_sidepath
"LINESTRING Z (78629.7871693666 457410.37733605 0,78630.597996975 457406.948699203 0,78631.5552061096 457401.002967686 0,78632.4484374296 457393.122009122 0,78632.5316461921 457381.581366827 0,78631.6372552092 457375.997896379 0,78630.0036774348 457364.227680124 0,78627.9520639953 457354.689411975 0,78623.8832361367 457340.085661769 0,78623.7165979006 457339.498455748 0,78620.7152894214 457331.488133782 0,78588.03744802 457277.364480283 0,78567.4283329336 457242.47328832 0,78527.6070855973 457176.686748894 0,78512.7917958858 457152.723061711 0)";w818760070;"818760070";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;asphalt;yes;;Westduinweg;"50";yes;"1";;use_sidepath
"LINESTRING Z (78635.4833524854 457435.905703901 0,78632.9918596512 457436.099747203 0,78630.5135752669 457435.815100291 0,78628.1377367746 457435.061520454 0,78625.9403915917 457433.882350276 0,78624.0042678614 457432.30970201 0,78622.4124356949 457430.397937842 0,78621.2003478484 457428.224406488 0,78620.4306918643 457425.854910813 0,78620.1253891679 457423.378135111 0,78620.2930003183 457420.905224263 0,78620.9275289199 457418.491908646 0,78622.0032786767 457416.249859497 0,78623.4870183275 457414.246353291 0,78625.325303958 457412.571232247 0,78627.4501344032 457411.258923917 0,78629.7871693666 457410.37733605 0)";w818760076;"818760076";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;roundabout;;NL:urban;asphalt;;;;"50";yes;"1";;use_sidepath
"LINESTRING Z (78637.1768706524 457410.519804273 0,78639.4737482782 457411.486026143 0,78641.5508497931 457412.867346064 0,78643.3252753558 457414.620525953 0,78644.7274865505 457416.679867216 0,78645.7218604658 457418.956895321 0,78646.2662646751 457421.385491001 0,78646.3387794011 457423.876969511 0,78645.9378681939 457426.331205653 0,78645.0760388387 457428.67011404 0,78643.7861821985 457430.804168812 0)";w818760120;"818760120";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;roundabout;;NL:urban;asphalt;;;;"50";yes;"1";;use_sidepath
"LINESTRING Z (78629.7871693666 457410.37733605 0,78632.2408308592 457409.950191817 0,78634.7360948395 457410.00089863 0,78637.1768706524 457410.519804273 0)";w818760121;"818760121";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;roundabout;;NL:urban;asphalt;;;;"50";yes;"1";;use_sidepath
"LINESTRING Z (78643.7861821985 457430.804168812 0,78642.1150623637 457432.654758837 0,78640.1301679322 457434.154082448 0,78637.8854553313 457435.245673362 0,78635.4833524854 457435.905703901 0)";w818760122;"818760122";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;roundabout;;NL:urban;asphalt;;;;"50";yes;"1";;use_sidepath
"LINESTRING Z (80121.3917711206 456101.772953506 0,80130.8087254564 456103.500661974 0,80139.9643858911 456103.807992869 0,80148.1335065378 456103.239978802 0)";w837553902;"837553902";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S100;;;;;;;;;asphalt;yes;;Carnegielaan;"50";;"1";;
"LINESTRING Z (80160.6537718469 456105.755621326 0,80146.1577447977 456109.056032584 0,80138.789635636 456110.468818861 0,80130.7087924032 456111.436112032 0)";w837553903;"837553903";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S100;;;;;;;;;asphalt;yes;;Carnegielaan;"50";;"1";;use_sidepath
"LINESTRING Z (80348.4069057821 456158.027348294 0,80293.1756608108 456111.686728218 0,80277.9236382915 456099.797875976 0,80273.4186203426 456096.505019384 0,80267.7505644862 456092.906937747 0)";w837553904;"837553904";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;advisory;lane;;;;;;;;S100;;;;;;;"through|through;right";;asphalt;yes;;Burgemeester Patijnlaan;"50";yes;"2";;
